id,name,host_id,host_name,neighbourhood,longitude,latitude,property_type,room_type,beds,accommodates,price,availability,minimum_night,maximum_night,no_of_reviews,rating,host_listings_counts
1413677,"Cute Attic room Beyoğlu, Istanbul",2781217,Fatma,Taksim,28.97675,41.03782,Townhouse,Private room,1,1,121,329,1,1125,38,96,6
14146422,Penthouse at Moda with two terrace,6192259,Aysem,Taksim,29.02821,40.98222,Loft,Private room,1,2,148,364,1,14,1,100,1
14150800,SOOTHING WAVES WITH A 180* OCEAN VIEW,85370695,Sherry,Napili/Honokowai,-156.67817,20.97214,Condominium,Entire home/apt,2,3,148,98,3,45,80,99,1
14152437,Cottage in Haiku,1425322,Kandide,Paia,-156.26062,20.93195,Cottage,Entire home/apt,6,9,200,238,2,60,106,93,7
14161011,Double Bedroom with Ensuite & Balcony + Kids Room,25193912,Jorge,Paia,-8.67515,41.15337,House,Private room,2,4,120,323,2,1125,2,70,9
14164312,Waterfront Cabana,83459214,Sarah,Hawaii Kai,-157.69614,21.28953,Guesthouse,Entire home/apt,2,4,275,274,1,100,85,100,1
14166653,"Saint-Henri, c'est ici / Welcome to St-Henri",19808004,Ode,Saint-Henri,-73.589,45.47116,Apartment,Entire home/apt,1,2,47,0,2,1125,4,100,1
14172532,Cosy Private Room best for long stay,10853846,Secondhome,Saint-Henri,28.9754,41.01388,Boutique hotel,Private room,1,2,63,82,6,30,10,92,4
1417276,Comfy Room in Mong Kok for 2 ppl-Y5,4650574,Jimmy,Mong Kok,114.17106,22.31898,Apartment,Private room,1,2,400,331,28,1125,35,88,14
14173253,YÜZME HAVUZLU VE DENİZ MANZARALI,85801205,Vazo,Mong Kok,29.15816,40.91311,Apartment,Entire home/apt,1,2,190,365,1,1125,3,60,7
14175496,House next to the beach and metro station to Porto,39959754,André,Mong Kok,-8.69332,41.18378,Townhouse,Entire home/apt,4,5,125,325,3,1125,16,100,1
14185067,Downtown Montreal Fully furnished apartment WIFI,72761895,Samuel,Ville-Marie,-73.58359,45.49633,Apartment,Entire home/apt,1,2,35,329,32,5000,9,91,67
14186262,Waikiki Studio (Two blocks from the Waikiki beach),46499418,Kai,Waikiki,-157.82123,21.27678,Apartment,Entire home/apt,1,2,80,198,2,29,190,98,12
141890,LUXURY SOHO 2 Bedroom Apt,689661,Allison,Nolita,-73.99346,40.72255,Apartment,Entire home/apt,2,4,375,0,3,14,18,91,1
14214403,Spacious Apartment + patio. Minutes to Manhattan.,128480,Sam And Britt,Nolita,-73.90792,40.69295,Apartment,Entire home/apt,2,5,149,81,3,500,83,99,1
14215061,Cozy Room in Astoria,75480489,Ramazan,Nolita,-73.90036,40.7708,House,Private room,0,1,70,364,3,1125,23,97,1
14220130,Tropical unit pool/spa walk to Kailua Beach A/C,86388425,Susanne,Kailua,-157.73366,21.39114,House,Private room,1,2,249,310,5,1125,3,87,4
14223095,Quiet Stylish Mosman Apartment,461695,Krythia,Mosman,151.23421,-33.82085,Apartment,Private room,1,2,90,254,1,10,58,96,2
14233139,SPECTACULAR OCEAN VIEW  IN THE HEART OF KIHEI TOWN,9110746,Todd,Mosman,-156.45006,20.72946,Condominium,Entire home/apt,1,4,179,297,2,1125,91,100,2
14234514,"This, your Stunning Ocean View! Oceanfront Resort!",56931251,Esther,Kauaʻi,-159.32794,22.05323,Condominium,Entire home/apt,2,2,149,17,7,30,18,94,1
14234561,Newly renovated studio in hip Bushwick near subway,3605061,Carlota And Jessica,Bushwick,-73.90796,40.69559,House,Entire home/apt,1,4,100,253,2,14,131,97,1
14234741,The Porto Concierge - Baron Omega,72709530,Frederico,Bushwick,-8.61976,41.16058,Apartment,Entire home/apt,6,10,75,211,2,1125,21,83,3
14236416,"the shoebox, west chelsea",20132009,Karen,Chelsea,-74.00606,40.74577,Apartment,Entire home/apt,1,2,150,97,3,15,99,97,4
14238280,"Appartement lumineux , Terrasse privée sur le toît",2872199,Jonathan,La Petite-Patrie,-73.59906,45.54521,Apartment,Private room,1,2,38,0,5,30,22,97,1
14246971,2 Outdoor Pools | Tennis Court | Near the Beach,26482762,ResortShare1,Downtown,-159.47242,22.21905,Resort,Private room,1,2,130,324,2,1125,75,88,106
14249346,Tropical Stay near the Beach ★ 2 Bedroom,26482762,ResortShare1,Downtown,-159.47223,22.22053,Condominium,Entire home/apt,3,6,230,287,2,1125,20,91,106
14250,Manly Harbour House,55948,Heidi,Balgowlah,151.26172,-33.80093,House,Entire home/apt,3,6,471,48,5,22,2,90,2
14252298,Luxurious Tropical Beach Front Home in Lahaina,84983912,"Whalers Investment Group,",Kaanapali,-156.68398,20.88064,House,Entire home/apt,3,6,935,96,5,1125,1,100,33
14252305,3 Bedroom / Ocean views / Free Parking - Waikiki,86456569,Mark,Waikiki,-157.82805,21.27983,Apartment,Entire home/apt,6,8,449,152,1,1125,31,95,16
14253379,Ótima oportunidade para RIR,86774803,Andrea,Waikiki,-43.39707095,-22.96499155,Apartment,Private room,1,1,280,365,1,1125,2,90,1
14259235,Spacious room in a nice apartment metro Sherbrooke,10806140,Samuel,Le Plateau,-73.56642,45.51989,Apartment,Private room,1,2,154,0,2,5,4,100,1
14261122,"Cute Condo in Mile-End, sleeps 2",74989692,Beatrice,Le Plateau,-73.59681,45.52683,Apartment,Entire home/apt,1,2,70,0,3,21,8,98,1
1427233,100m2 apartment close to the beach,7676117,Mayra,Leme,-43.17195521,-22.96129307,Apartment,Entire home/apt,3,6,250,339,5,1125,10,87,3
14273204,Cozy Apartment near Charley Young Beach in Kihei,28136352,Thomas,Kihei/Wailea,-156.45098,20.72891,Apartment,Entire home/apt,1,2,229,282,1,14,86,98,10
14278303,Gorgeous Apartment with Balcony & Terrace,792365,Eytan,Williamsburg,-73.94124,40.71677,Condominium,Entire home/apt,1,2,200,10,5,1125,7,94,1
14284682,Historic Home Retreat,87178525,Stanton,Makiki/Lower Punchbowl/Tantalus,-157.81156,21.32606,House,Entire home/apt,3,6,249,202,4,45,24,96,1
14287666,Spacious double room with balcony,13575910,Yohan And,Dreta de l'Eixample,2.17533,41.39454,Apartment,Private room,1,2,69,0,2,6,15,100,1
14294961,A place just in the heart of beşiktaş.,87288467,Aytac,Dreta de l'Eixample,29.00314,41.04429,Apartment,Private room,1,2,74,364,1,1125,7,90,2
14295981,"Apt 2 quartos e 3 banheiros, sofa cama na sala.",81990306,Carlos Alberto,Dreta de l'Eixample,-43.4726948,-23.01598925,Apartment,Entire home/apt,4,5,298,360,1,1125,1,100,1
14298859,Unit 414 Luxurious Top Floor Condo Great Views,733802,Kathy,Kihei/Wailea,-156.50456,20.79559,Apartment,Entire home/apt,3,4,385,243,7,1123,11,93,24
14302702,Privately Gated Oceanfront Estate,11635058,Kristine,Maui,-156.50643,20.79652,House,Entire home/apt,2,6,799,302,3,1125,27,96,2
14309960,Charming Bedroom in East Village,8108526,Emily Rose,Maui,-73.98688,40.73226,Apartment,Private room,1,1,100,0,5,20,4,100,1
1431666,DOUBLE ROOM (1 or 2 people),6192063,Nahuel,Sants-Montjuïc,2.12421,41.3784,Apartment,Private room,1,2,27,90,31,180,128,93,1
143175,Sunny appartment on the Plateau,688387,Sabrina,Le Plateau,-73.5671,45.53713,Apartment,Private room,1,2,79,221,5,61,81,94,1
14332326,Charm apartment 10' walk from city center,87729694,Manuela,Le Plateau,-8.6022,41.16098,Apartment,Entire home/apt,2,4,39,175,2,28,110,96,1
14339793,Stunning Queen bedroom with Balcony,12537115,Lucy,North Bondi,151.28483,-33.88969,Apartment,Private room,1,2,100,0,4,1125,2,100,4
14360913,Oba Hotel istanbul Quadruple Room,7300494,Ayhan,North Bondi,28.97082,41.00611,Boutique hotel,Private room,3,4,1186,364,1,1125,1,100,4
1437251,"Stone House 2, com terraço e Wi-Fi",7720702,Jose,North Bondi,-8.60756,41.15633,Apartment,Entire home/apt,7,8,85,247,3,60,61,93,2
14375153,Call it Home.,75506967,Mimie,Tremont,-73.9016,40.83796,Apartment,Private room,2,2,38,90,15,90,8,93,3
14385513,Cool and Cosy Rooms in Kadikoy,88341137,Sinan,Tremont,29.0266,40.99062,Apartment,Private room,2,2,63,365,60,600,1,80,1
14388889,Sunny Private bedroom in Bushwick!,20302754,Ruben,Bushwick,-73.91298,40.69494,Apartment,Private room,1,2,40,52,3,1125,89,96,2
14403549,Nice condo close to the subway,70143192,Jason,Bushwick,-73.649,45.55174,Apartment,Entire home/apt,2,4,89,53,4,1125,37,93,1
14405901,"Just Remodeled Studio Condo, Modern, Clean--View!",55036781,Larry,Waikiki,-157.83321,21.28583,Aparthotel,Private room,1,2,109,320,2,60,116,97,10
14432651,Oporto beach duplex,88832562,Tiago,Waikiki,-8.65416,41.08439,Apartment,Entire home/apt,4,6,135,365,2,180,14,97,1
14434534,"Luxurious, bright, spacious Plaza Catalunya",10380563,Tendency,Dreta de l'Eixample,2.16589,41.39002,Apartment,Entire home/apt,0,6,200,179,3,150,72,96,70
14439217,Avarandado Souza Lima,84143648,Fernanda,Copacabana,-43.1939846,-22.98203186,Apartment,Entire home/apt,8,8,369,356,4,20,3,90,3
14439478,The beauty of New York start here.,75506967,Mimie,Tremont,-73.94625,40.80677,House,Private room,1,2,110,0,2,8,4,100,3
14450837,Yoga Apartment next to La Guardia and Manhattan,89000911,Ursula,Tremont,-73.87804,40.75533,Apartment,Private room,1,2,40,152,1,1125,76,95,2
14460432,Stylish & Sunny Shared Studio Flat,4402733,Saul,Quarry Bay,114.20927,22.28857,Apartment,Shared room,1,1,369,0,2,31,2,100,1
14462759,SM71 - 1 minute from beach - 2-bedroom - balcony,89109224,Jirka,La Barceloneta,2.19006,41.37787,Apartment,Entire home/apt,2,3,38,314,32,1125,1,100,11
14472317,MODERN PENTHOUSE ROOM/BALCONY AMAZING LOCATION :),34226735,Bella,Williamsburg,-73.95095,40.71354,Apartment,Private room,1,2,90,0,2,1125,28,92,1
14472620,OCEAN/LAGOON/FIREWORK VIEWS 2Bdrm Ilikai 1418,24712052,Hawaii Vacation Properties Llc,Waikiki,-157.83915,21.28506,Condominium,Entire home/apt,3,6,528,234,4,1124,5,100,59
1447835,Boqueria - Cosy studio in Born,3775349,Leyre,El Gòtic,2.18198,41.38189,Serviced apartment,Entire home/apt,2,2,76,363,32,200,1,100,33
14480689,Habitacion Cama Doble  en Vila Olimpica .,51501559,Katia Núñez Herrera,Glòries - El Parc,2.18951,41.3918,Apartment,Private room,1,1,29,0,1,90,18,80,2
14490025,My Home in OPorto,65776597,Flavia,Glòries - El Parc,-8.61602,41.26027,Apartment,Entire home/apt,2,2,55,300,2,1125,5,90,1
14493885,"SUPERB FLAT ,30 sec from metro, close to downtown",5832484,Anne,Glòries - El Parc,-73.57064,45.45702,Apartment,Private room,1,2,81,364,1,1125,1,100,1
14497942,Swimming Pool/ Amazing Layout W&D Doorman 5131,16098958,Jeremy & Laura,Upper East Side,-73.96586,40.79377,Apartment,Entire home/apt,2,5,330,365,30,1125,1,100,102
14501655,Chambre Berri UQAM village,69855074,Auré,Gay Village,-73.5571,45.51725,Apartment,Private room,1,2,32,202,1,1125,4,95,1
14506036,Heart of Harlem Living - NYC to it's fullest!,1215853,Pascal,East Harlem,-73.93702,40.80758,Apartment,Entire home/apt,1,4,140,154,1,30,25,93,2
14522482,"Studio 1 Q Leblon, Promo de verão! Ponto SHOW!",89723500,Nilza,Leblon,-43.22308649,-22.97831463,Apartment,Entire home/apt,2,4,157,57,3,30,56,92,3
14563257,Céntrica Habitación,79020973,Ana,Leblon,2.1823,41.40208,Apartment,Private room,1,1,20,0,1,1125,6,83,2
14569881,Artist Loft Bushwick,65800377,Benny,Bushwick,-73.92351,40.70087,Loft,Private room,1,2,70,54,2,29,78,97,3
14573570,Cosy room in the Born district,14439053,Anne-Sophie,Bushwick,2.18177,41.38667,Apartment,Private room,1,2,24,66,2,7,25,99,1
14574409,ORM - Cativo Apartment,19887538,Oporto Rental Management,Bushwick,-8.60858,41.1453,Apartment,Entire home/apt,1,4,40,330,2,1125,116,97,35
14588464,Spacious and Clean Get Away,90453529,Maria,South Beach,-74.08174,40.59116,House,Entire home/apt,6,10,275,106,4,1125,18,100,1
1459519,HOUSE WITH GARDEN AND SWIMMING-POOL,7823650,Tiago,South Beach,-8.3692,40.86455,Cottage,Entire home/apt,3,6,80,336,3,30,22,95,1
1459741,Loft au centre-ville de Montréal,7824406,Yves,Quartier des Spectacles,-73.563,45.51406,Loft,Entire home/apt,2,2,125,0,3,1125,27,98,1
14610596,Private Room Couch close to Central Park,83586204,Doe2930,East Harlem,-73.93955,40.79281,Apartment,Private room,0,1,40,76,1,14,12,93,1
14629833,Vintage paradise,5039677,Laurence,La Petite-Patrie,-73.59448,45.54477,Apartment,Entire home/apt,1,2,64,220,2,14,16,97,1
14649808,Private Rm/Location/Rooftop terrace,28061188,Raed,Quartier des Spectacles,-73.57004,45.50835,Apartment,Entire home/apt,2,2,114,131,3,1125,18,95,1
14650584,Private room in Sunnyside Gardens,2964414,Josefina,Quartier des Spectacles,-73.91704,40.74615,Apartment,Private room,1,1,98,88,2,15,1,100,1
14661747,Perfect double room with private bathroom ! !,88710965,Esther,Sant Antoni,2.15988,41.3767,Apartment,Private room,1,2,50,74,1,10,66,82,3
14683121,Barra - CIDADE JARDIM - Parque Olímpico,91289549,Carla,Sant Antoni,-43.3870663,-22.96644662,Apartment,Entire home/apt,3,4,250,344,2,1125,4,100,1
14728150,Casa Inteira Rio de Janeiro,26415106,Taís,Sant Antoni,-43.31241696,-22.84371296,Apartment,Entire home/apt,1,2,75,0,1,1125,4,100,1
14741201,RE.. BIG AND CLASSIC 2 BEDROOM IN ARPOADOR,7595592,Ana,Ipanema,-43.19096675,-22.98582168,Apartment,Entire home/apt,3,8,261,310,3,1000,6,90,12
14744918,Kit net Gracinha in Copa,91833486,Bianca,Copacabana,-43.18708515,-22.9710323,Apartment,Entire home/apt,1,2,179,91,2,1125,14,95,1
14756990,Bushwick Suite,92002479,Dee,Bushwick,-73.92084,40.68891,Apartment,Private room,1,2,75,34,1,1125,6,96,2
14758068,Room on spacious appartment,92014193,Catarina,Bushwick,-8.557,41.14586,Apartment,Private room,1,1,9,301,30,270,2,100,1
14758081,Luxury 3-Acre Garden Eco-Estate 10 min to Kona,91909059,Mark,Kailua/Kona,-155.97224,19.70353,House,Entire home/apt,4,6,329,262,4,1125,16,96,2
1476484,Spacious Sunny SoHo-Awesome Locale!,7901999,Steven,Nolita,-73.99419,40.7245,Apartment,Entire home/apt,2,3,299,88,2,1125,26,82,1
1476508,SUPERHOST-LARGE&CLEAN-Near Pierloti,7902155,Kubilay,Nolita,28.91629,41.06038,Apartment,Private room,3,3,74,350,2,1125,99,96,2
1476656,Studio + Terrace @ Historic Centre!,504285,Raul,Nolita,-8.61834,41.14425,Apartment,Entire home/apt,1,4,89,309,3,1124,280,99,5
14769619,Cozy minimalist room close to train (1),74179880,Silvia,East New York,-73.89039,40.67539,House,Private room,1,2,33,299,3,1125,92,95,9
1480002,Huge rm in 1500sq ft loft w/lots,7919277,Daren,Lower East Side,-73.99154,40.71862,Apartment,Private room,1,2,125,358,1,1125,1,80,1
14804661,"Cozy 4 beds, Free Ferry to Manhattan.",92493393,Eddie & Lois,West Brighton,-74.11311,40.63333,Apartment,Entire home/apt,4,5,125,226,2,25,88,91,4
1481054,Apartamento familiar a estrenar,7924185,Nuria,La Sagrada Família,2.17648,41.41089,Apartment,Entire home/apt,4,5,100,343,3,1125,38,96,1
1481361,Bondi-Tamarama BEACHFRONT Apartment,980703,Wayne & Kate,Bronte,151.26412,-33.90304,Apartment,Entire home/apt,3,6,390,295,2,1125,139,97,2
14818234,Spacious 3BR Duplex Apt + Loft in Gramercy NYC,80782387,Justin,Gramercy Park,-73.98443,40.73815,Loft,Entire home/apt,4,4,300,4,3,1125,10,88,1
1482060,Beautiful apartment by Pl Catalunya,6166581,Koni,Camp d'en Grassot i Gràcia Nova,2.17532,41.38977,Apartment,Entire home/apt,1,5,130,237,2,1124,397,92,5
14824708,Terrace Appartment,92696087,Alexandra,Camp d'en Grassot i Gràcia Nova,-8.60207,41.16033,Apartment,Entire home/apt,4,6,42,361,2,1125,39,98,1
14827972,Oceanfront Beach House Makai,92734751,Chaney,North Shore,-158.0201,21.69442,House,Entire home/apt,4,6,590,333,3,1125,6,97,4
14836765,Charming apartment in Plateau Mont Royal,50331691,Emilie,Mile End,-73.59285,45.52707,Apartment,Entire home/apt,2,4,75,0,2,30,12,93,1
14855345,100 steps to Poipu Beach! - Hale Kahana'lu,680107,Kahea,Kauaʻi,-159.45065,21.8732,Condominium,Entire home/apt,2,4,259,288,3,60,29,89,104
14856799,纽约之家(SunnyHome3),27673980,Amy,Flushing,-73.83298,40.7459,Townhouse,Private room,1,2,50,90,1,1125,51,93,8
14858544,BEST AREA IN CHELSEA. MODERN. COMPACT. HIGH LINE!!,93044932,Gina,Flushing,-73.99898,40.75005,Apartment,Entire home/apt,1,2,90,231,1,1125,64,98,2
1487222,2BR Sunlight & Secret Garden Apartment,1308282,Sam,Crown Heights,-73.95549,40.67838,Apartment,Entire home/apt,2,4,145,0,4,30,18,87,1
14875190,Wan Chai Fully Furnished Studio,93240174,Stephen,Wan Chai,114.17694,22.27757,Apartment,Private room,1,1,322,305,2,1125,32,88,1
14886923,"Large Studio with Harbour glimpses, City Fringe",33325403,Andrea,Central Business District,151.21345,-33.87552,Apartment,Entire home/apt,1,4,171,133,3,1125,4,70,33
14894267,"Doorman, modern apart. on Broadway (Central Park)",10459594,S.,Upper West Side,-73.97132,40.79501,Apartment,Entire home/apt,1,2,180,0,7,19,2,100,1
14896503,"L'IDÉAL, ( à 2 min du métro Pie-IX ).",67704570,William,Hochelaga-Maisonneuve,-73.55208,45.55157,Apartment,Entire home/apt,2,4,85,103,1,30,150,100,1
14915493,Hyatt Kaanapali Beach FANTASTIC OFFER!,82508088,Tami,Kaanapali,-156.69406,20.91573,Condominium,Entire home/apt,2,6,500,0,5,7,1,100,13
14916806,Voted “Best of Williamsburg” / 1000 sqft Loft,11227830,Logan,Williamsburg,-73.96392,40.71865,Loft,Entire home/apt,1,3,249,38,2,1125,38,100,1
14921505,BEACH ESCAPE,5167360,Bailey,Avalon,151.31642,-33.62564,House,Entire home/apt,8,14,689,306,2,1125,72,96,2
14923016,Spacious Studio - Waimea Bay Pointe,11061760,Melissa,North Shore,-158.06438,21.64361,Guest suite,Entire home/apt,2,2,199,234,3,13,76,98,2
14930875,At Home in Authentic Porto,87349816,David,North Shore,-8.62077,41.15129,Apartment,Entire home/apt,1,4,50,349,2,1125,124,87,5
14960783,Botafogo's Green Gem,41667428,Iohanna,North Shore,-43.18471788,-22.9577382,Apartment,Entire home/apt,1,4,131,340,5,99,8,94,1
14962367,Kauai 2 Bedroom Family Getaway | 2 Pools,26482762,ResortShare1,Downtown,-159.48204,22.22342,House,Entire home/apt,3,6,312,353,2,1125,5,96,106
14967994,Seaview Studio in  Brooklyn New york.,94265445,Natasha,Canarsie,-73.89367,40.63241,Apartment,Entire home/apt,1,2,100,315,2,14,145,96,1
14968000,Spacious Comtemporary 3BR Apartment,24805685,Saif,Canarsie,-73.98625,40.67124,Apartment,Entire home/apt,4,6,218,253,2,1125,101,86,1
14968004,APTO NA BARRA DA TIJUCA RIO 2,93710870,Mere,Canarsie,-43.38310673,-22.97253766,Apartment,Entire home/apt,4,6,250,0,2,120,5,88,3
14992196,Standing 3 rooms flat in Copacabana,20370177,Sylvie,Copacabana,-43.17875081,-22.96461783,Apartment,Entire home/apt,4,7,399,250,4,1125,30,95,20
14993652,Chic 2BR in The Village by Sonder,12243051,Sonder,Gay Village,-73.55553,45.52006,Apartment,Entire home/apt,3,6,94,106,2,1124,20,94,1198
14996051,Best location near the beach at Posto 9,66039372,Vitor & Carlos,Ipanema,-43.20070227,-22.98521722,Apartment,Private room,1,2,116,302,1,365,116,98,37
14996590,Kailua Cottage,73673725,Laura,Kailua,-157.74532,21.4094,Guest suite,Entire home/apt,1,3,142,229,3,1125,70,98,1
15003187,"1Great location, calm cozy room w/ backyard-garden",1434327,Ila,Ville-Marie,-73.5571,45.52621,Apartment,Private room,1,1,25,272,28,365,5,100,1
15003496,Quarry Apartment,62306699,Margarida & Filipa,Ville-Marie,-8.61054,41.15314,Loft,Entire home/apt,2,4,50,284,2,1125,73,93,3
15004284,Turtle Bay Resort 1 Bedroom Condo,87986116,Mike,Ko'olauloa,-157.99459,21.69891,Apartment,Entire home/apt,2,4,150,61,4,1125,50,98,2
15015363,"Achei! Loft  na praia, moderno e equipado.",63419886,Vera,Barra da Tijuca,-43.30223275,-23.01572465,Loft,Entire home/apt,2,4,276,113,2,90,22,98,2
15019476,Ladder up to your own loft bed,287658,Danika,Williamsburg,-73.9664,40.71424,Loft,Private room,1,1,115,337,1,1125,16,96,2
15021236,Kaanapali Hillside 3 bedroom condo,25412606,Leah,Kauaʻi,-156.68654,20.93332,Townhouse,Entire home/apt,4,8,310,303,1,1125,32,94,4
15021379,"Beachside Blue - AC, close to beach and PCC",461037,My Rental Advisor,Kapalua,-157.91443,21.61791,House,Entire home/apt,4,8,265,212,3,1125,10,90,120
15026828,Mier Serviced Apt 04,54565775,Winnie,Sheung Wan,114.14311,22.28586,Apartment,Entire home/apt,1,3,1201,365,1,365,38,94,16
15031608,Quarto das Laranjeiras,94248398,Carlos,Sheung Wan,-8.66899,41.14858,Guest suite,Private room,1,2,25,291,2,7,68,98,2
15035458,ONE BEDROOM DIAGONAL,8130906,Arina,Dreta de l'Eixample,2.14969,41.39367,Serviced apartment,Entire home/apt,2,4,195,254,3,1125,5,88,42
