id,name,host_id,host_name,neighbourhood,longitude,latitude,property_type,room_type,beds,accommodates,price,availability,minimum_night,maximum_night,no_of_reviews,rating,host_listings_counts
20763432,Boutique Hotel-Like Room in Brooklyn With A View,4594132,Samantha,Williamsburg,-73.94118,40.72056,Apartment,Private room,1,2,116,0,2,29,47,99,1
20767798,2BR Nova Suites in Sydney CBD,8530753,Jared SSP,Central Business District,151.20903,-33.8644,Apartment,Entire home/apt,3,6,235,51,1,1124,161,86,152
20774523,"Comfy & Quiet RM, City Center,Good Night Sleep#1",116876340,David & Rosângela,Central Business District,-8.67997,41.18542,Serviced apartment,Private room,1,2,25,331,1,31,79,96,2
20783233,Quirky apt in great area,30536963,Sarah,Bushwick,-73.91362,40.6958,Apartment,Private room,1,2,49,7,2,7,60,98,1
20788473,Basin Homes,46253884,Audlyn,Bushwick,-73.89678,40.62944,Apartment,Entire home/apt,2,3,90,332,2,20,58,98,2
20788503,Sydney CBD Unique Loft Apartment with WiFi,62899414,Holly,Central Business District,151.20309,-33.87345,Apartment,Private room,1,2,118,0,1,1125,3,100,1
20789773,Hale Ma Ke Kai (Home By Da Sea),149020116,David Lynn,Central Business District,-155.99363,19.63885,Condominium,Entire home/apt,3,6,175,219,3,1125,54,95,1
20792560,SUİTE ROOM 2 or 3 people WİTH TERRACE,148393842,Muro,Sultanahmet,28.96792,41.0063,Serviced apartment,Entire home/apt,2,3,264,364,4,366,8,91,8
20792923,新裝修舒適經濟簡潔獨立衛浴單人房311,15174928,K&B Hostel,Jordan,114.17127,22.30467,Bed and breakfast,Private room,1,1,353,354,2,1125,1,40,9
20804897,0,146249717,Emmy,Jordan,151.19701,-33.88925,House,Private room,1,1,50,0,1,1125,3,60,1
20804962,Cozy Room Near Center,37323598,Keira,Jordan,114.07371,22.51558,Apartment,Private room,1,2,243,0,2,7,3,100,3
20806414,Sunshine & Rainbows 402,148726441,Jan,Napili/Honokowai,-156.67976,20.9706,Condominium,Entire home/apt,1,4,221,186,4,180,23,99,2
20807522,HOMEnFUN Sants close to the Train station,57935558,HOMEnFUN,El Baix Guinardó,2.13707,41.37615,Apartment,Entire home/apt,4,5,52,254,1,1125,10,80,41
20809200,BCN center / balcony - ensuite bathroom,125642111,Olivier,El Born,2.18275,41.3848,Apartment,Private room,1,2,55,123,5,1000,76,99,3
20822448,Mixed Dorm Bed#8 in Wan Chai (灣仔)(混合床位)(一張床位),2767794,Check Inn HK,Wan Chai,114.17856,22.27949,Apartment,Shared room,8,8,283,357,1,1124,22,90,49
20827801,The ocean view room size 12x14,145878384,Denise,East Flatbush,-73.93131,40.67139,Apartment,Private room,1,2,70,218,5,365,11,98,5
20827803,Superbe chambre à deux pas du métro Mt-Royal!,7363683,Isabelle,Le Plateau,-73.58029,45.52042,Apartment,Private room,1,2,35,46,2,3,51,100,2
20827826,Clean and Tidy room near Austin Station,24185920,Ken,Tai Kok Sui,114.16653,22.30683,Apartment,Private room,1,1,298,88,2,1125,36,97,1
20829122,Habitación  acogedora vacacional,149416599,Lupe,Porta,2.17909,41.43897,Apartment,Private room,1,1,25,365,1,7,1,100,1
20834832,Bright charming studio in quiet treelined Brooklyn,4123240,Rhianna,Crown Heights,-73.9476,40.67064,Apartment,Private room,1,2,75,0,4,14,2,100,1
20845108,Entire Private Brownstone in Brooklyn,39371342,Sam,Dyker Heights,-74.01684,40.62499,House,Entire home/apt,3,6,150,152,1,29,50,98,3
20845825,Charmoso Studio em Ipanema,1982737,Diogo,Leblon,-43.19468776,-22.98429236,Apartment,Entire home/apt,2,4,119,40,2,1125,5,84,60
20851877,九龍城 Kowloon City雙人床double bed room flat一房一廰,59393296,Shun,Mong Kok,114.19067,22.32932,Guest suite,Entire home/apt,1,3,322,180,2,28,4,100,3
2085520,Beautiful apart/living roomCOPA1206,4581272,Diogo Rio Habitat,Copacabana,-43.18923946,-22.98069467,Apartment,Entire home/apt,2,5,149,336,3,1125,47,86,22
20860562,Charming room near Casa da Música,146493681,Fatimuse,Copacabana,-8.62887,41.15774,Apartment,Private room,1,2,24,365,1,1125,40,98,1
20861761,"Charming appart in Outremont, near boutiques/metro",43184498,Andrée,Outremont,-73.62099,45.5179,Apartment,Entire home/apt,2,2,42,0,2,30,24,95,1
20865085,Blissful Bronte,146820671,Jenny,Outremont,151.26535,-33.90039,Guest suite,Entire home/apt,1,2,119,237,3,31,54,99,1
20865183,"Princeville studio, high ceilings,bright and airy",4340166,Larry,Kauaʻi,-159.47871,22.22043,Apartment,Entire home/apt,1,2,79,168,1,1125,82,97,3
20866128,万利达旅馆A2,149784855,霖华,Tsim Sha Tsui,114.17191,22.29725,Guesthouse,Private room,2,2,306,68,1,1125,23,94,9
20872439,Oceanfront Condo with harbor view,149855567,Mark And Debra,Maui,-156.50807,20.79426,Condominium,Entire home/apt,2,4,245,324,7,1125,40,98,1
20880869,万利达旅馆A3,149784855,霖华,Tsim Sha Tsui,114.17018,22.31085,Guesthouse,Private room,2,2,298,69,1,1125,9,98,9
20884878,Causeway Bay Studio for 2 persons 5 mins frm Metro,14112464,Kinwan,Wan Chai,114.17889,22.28109,Apartment,Entire home/apt,1,2,471,0,3,1125,1,100,1
20906161,Cosy 2 levels Apartment near Central Station,10923011,Alexey,Haymarket,151.20649,-33.88406,Apartment,Entire home/apt,1,2,181,185,2,1125,82,96,1
20906942,Boutique Bright Private Studio Close to the City,51606098,Xinhui,Ultimo,151.19665,-33.88181,Apartment,Entire home/apt,2,4,135,111,1,1125,65,91,1
2092831,²LARGE DOUBLE ROOM SLEEPS UP TO 4  IN FLAMENGO,10096448,Marlene E,Flamengo,-43.1737321,-22.94022648,Apartment,Private room,4,5,90,182,1,1125,32,96,3
20929703,King Bedroom with Private Bathroom and Rooftop !,8623519,Sophie,Williamsburg,-73.94482,40.71275,Loft,Private room,1,2,70,0,8,100,2,100,1
2093064,Sunny Chelsea 1 BR near High line has 3 beds,7245581,Michael,Chelsea,-73.99686,40.74978,Apartment,Entire home/apt,3,4,132,260,30,365,20,91,20
20941829,Nice room next to metro Guy Concordia,44293856,Lisa,Downtown Montreal,-73.58179,45.494,Apartment,Private room,1,1,25,0,4,30,1,100,1
20945783,Brand New Studio ~ Great for business!,38459934,Alejandro,Downtown Montreal,-73.5761,45.49295,Serviced apartment,Entire home/apt,1,2,60,341,30,1125,1,80,256
20953036,"708  12分鐘到海洋公园,1分钟地铁站, 超私隐单人太空舱小天地+共享空间",99505769,Cc,Wan Chai,114.17359,22.27579,Apartment,Private room,1,1,133,90,30,365,4,95,28
20958766,Great Complex of the Cellars,95011450,Paulo,Wan Chai,-8.62181,41.13354,Townhouse,Entire home/apt,13,16,320,344,2,1001,6,90,9
20962081,SYDNEY !RELAXED!COMFORTABLE 2 BEDROOM +2BAtH APT,141605151,Min,Haymarket,151.20742,-33.87951,Apartment,Entire home/apt,3,6,181,35,1,1125,92,94,1
20965875,Best flat Póvoa de Varzim,150823367,Raquel,Haymarket,-8.76841,41.38887,Apartment,Entire home/apt,4,6,50,180,3,1125,4,93,1
20969380,2 Apês no mesmo apart-hotel (3 quartos e 1 quarto),15560428,Aline,Barra da Tijuca,-43.34449589,-23.00905293,Condominium,Entire home/apt,4,12,1701,323,3,1120,1,100,5
20994775,Top Floor Penthouse Unit with Giant Views!!!,10851572,Debbie,Kihei/Wailea,-156.45813,20.76371,Condominium,Entire home/apt,3,6,280,168,3,1125,6,97,11
21005012,Porto Villa - I,151222239,Porto,Kihei/Wailea,-8.60697,41.1461,Guest suite,Private room,1,2,60,329,2,1125,1,100,5
21006757,Studio with Terrace next to Rambla and Monjuic,1411775,Jeremies,La Sagrada Família,2.17039,41.37302,Loft,Entire home/apt,1,2,100,344,7,1125,30,87,4
21031806,InSitu Formosa 178 - Citrine,132601835,InSitu,La Sagrada Família,-8.60242,41.14862,Apartment,Entire home/apt,1,2,50,333,2,1125,7,100,26
2104807,Luminous dúplex apartment in Gracia district,10693680,Ramón,La Sagrada Família,2.16127,41.39879,Apartment,Entire home/apt,1,4,150,333,2,1124,6,67,23
21053564,Nice Room with Pool Best Area Ipanema Posto 9,9540794,Rose,Ipanema,-43.20482124,-22.98101328,Apartment,Private room,1,2,298,360,4,30,2,70,2
21056118,Cosy interior room for 2! I CA,15892125,Alexandr,Ipanema,2.19112,41.41492,Apartment,Private room,1,2,15,330,1,1123,42,88,13
2105881,AMAZING Apt Botafogo Beach - 1 min to Subway,10735650,Márcio,Botafogo,-43.18290485,-22.95342984,Serviced apartment,Entire home/apt,2,2,160,4,3,1125,17,88,1
21059755,Quarto no Leblon - Ótima Localização - Quarto 02,111338078,André,Leblon,-43.21954175,-22.98194609,Apartment,Private room,1,2,201,62,1,1125,23,98,2
21061587,İstanbul Atakent,145116511,Süleyman,Leblon,28.7659,41.04997,Apartment,Private room,1,1,74,2,1,15,2,100,1
21063718,luxury room  with toilet  for couples Or woman.bus,151771457,Tota,Leblon,150.98024,-33.84736,House,Private room,2,1,45,0,1,14,12,95,1
21066228,Ribeira - Dixo's Oporto Apartments IV,151798529,Aline,Leblon,-8.61432,41.14235,Apartment,Entire home/apt,1,4,70,224,2,1125,82,94,1
210968,"Beautiful North Shore Oahu,3 Beds!",1040710,Rainey,North Shore,-158.03187,21.67999,Guesthouse,Entire home/apt,3,4,169,304,1,365,289,93,1
21097380,Comfy bedroom in spacious apartment,18820371,Berky,To Kwa Wan,114.19318,22.32031,Apartment,Private room,1,1,251,0,28,1125,3,100,3
21103245,Beautiful interior designed flat in Montjüic,111885362,Laura & Alex,El Poble-sec,2.16834,41.37236,Apartment,Entire home/apt,2,4,25,338,6,1125,5,84,17
21106002,♕ Downtown Manhattan I Private Bedroom♕,151316042,Edhar,Chinatown,-73.9909,40.71363,Apartment,Private room,1,2,90,4,1,1125,53,96,10
21111727,Urban Venture @McGill Ghetto Social experience,152249282,McGill Ghetto,McGill Ghetto,-73.5772,45.50893,Apartment,Private room,1,2,30,40,1,1125,117,89,17
21127680,Sydney CBD one Bedroom Resort Style Apt (我們會說中文),124342964,Coffee,Haymarket,151.20899,-33.87929,Apartment,Entire home/apt,1,4,151,121,1,60,62,92,10
21132824,"Porto, Costa Cabral Rooftop Apartment",128554753,Nadia Morais,Haymarket,-8.58695,41.17431,Apartment,Entire home/apt,3,5,49,258,2,1125,31,100,2
2113358,z1 Bedroom@Whole Apartment w/Lift,2425700,Stanley,Mong Kok,114.16908,22.30658,Apartment,Entire home/apt,4,8,801,297,1,1125,5,88,54
2113927,Apartment in Copacabana Beach,10777584,Sandra,Copacabana,-43.17434177,-22.96381356,Apartment,Entire home/apt,2,6,351,357,5,1125,3,93,1
21145923,Casa Montreal (Perfect for Family/Group)!,9500203,René,Villeray,-73.63296,45.54191,House,Entire home/apt,8,12,199,250,2,1125,55,98,1
21155900,ENDLESS SUITES TAKSIM,152666858,Serhat,Villeray,28.98106,41.04043,Other,Private room,2,2,258,365,3,31,4,53,2
2116352,Private room with great breakfast,10790369,Ewa,Santa Teresa,-43.18941885,-22.92386338,Bed and breakfast,Private room,1,2,168,256,2,1125,143,98,6
21174788,Merkez'de Ferah BAHÇELİ DAİRE ! Sporsalonu/ 1+1,90033594,Irmak,Santa Teresa,28.97047,41.05901,Serviced apartment,Entire home/apt,1,4,121,324,1,1125,3,80,1
21179158,LUXURY CONDO @TOUR DES CANADIENS,34599537,Johnny,Downtown Montreal,-73.57043,45.4968,Condominium,Entire home/apt,3,5,178,0,31,1125,11,95,6
21180955,Plaza España Apartment,1391607,Aline,El Poble-sec,2.15002,41.38031,Apartment,Entire home/apt,2,4,100,330,3,30,12,84,100
21181684,Varanda Porto,152802710,Bernardino,El Poble-sec,-8.61735,41.16556,House,Private room,1,2,39,150,1,30,3,100,2
2118641,Luxury Suite in Sultanahmet #3,4604908,Savas,Sultanahmet,28.97931,41.00446,Boutique hotel,Private room,1,2,121,327,2,1125,191,90,13
2119162,Design studio in Copacabana,2350927,Adriano,Sultanahmet,-43.18662929,-22.96813223,Apartment,Entire home/apt,1,3,149,330,2,40,95,92,1
21199380,1 bedroom VIP apartment near Bell Center - 501,387422,Simplissimmo,Downtown Montreal,-73.57906,45.49463,Apartment,Entire home/apt,0,2,68,323,1,1125,21,98,73
21201544,The Porto Concierge - Tullins Palmeira Apartment,153140951,Roberto,Downtown Montreal,-8.70008,41.19393,Apartment,Entire home/apt,1,2,50,317,2,1125,16,81,1
21201643,Copacabana Flat Palace,153142214,Rose,Downtown Montreal,-43.17862216,-22.96608814,Apartment,Entire home/apt,2,3,97,165,5,90,5,96,1
21204926,Convenient in Heart of the City **FREE PARKING**,91027570,Carl,McGill Ghetto,-73.57589,45.5081,Apartment,Entire home/apt,3,6,85,166,1,1125,71,89,7
21210250,"Large Studio Apartment, 15-20mins from downtown",79753770,Katrina,Washington Heights,-73.94294,40.83638,Apartment,Entire home/apt,1,2,125,310,30,365,3,100,2
2123266,"""GREAT LOCATION COPACABANA BEACH = 60m2 =4 people""",10214400,Lea,Copacabana,-43.18834471,-22.97677386,Apartment,Entire home/apt,4,4,776,20,4,80,3,100,2
21234040,Great room in Great Spot in Great student flat,73906540,Julien,Le Plateau,-73.58341,45.51726,Apartment,Private room,1,2,20,0,1,3,1,60,1
21237763,Apartamento sala e quarto na Barra da Tijuca,153497190,Cintia,Barra da Tijuca,-43.31949537,-23.00659193,Apartment,Entire home/apt,1,2,145,0,3,10,2,100,1
21244482,UNIQUE GARDEN FLAT – DEE WHY BEACH,153050736,Joseph,Barra da Tijuca,151.29737,-33.75839,Guest suite,Entire home/apt,2,3,118,0,3,1125,7,97,1
21248215,Charming 2 bedroom Appartement 1st floor -Parking!,18324337,Marilou And Mateo,Ville-Marie,-73.54414,45.52984,Apartment,Entire home/apt,2,4,60,0,1,17,4,95,1
21251556,Charming Little Italy appt with private patio.,9120791,Ollie,Mile End,-73.60547,45.5326,Apartment,Entire home/apt,2,4,75,0,7,30,2,100,2
21264297,Winter Escape in Morningside Heights,153793156,Erika,Morningside Heights,-73.96031,40.81467,Apartment,Private room,1,2,59,15,1,29,88,97,2
21281467,Absolute harborfront 2-bed luxury heaven MAR SALE!,1700692,Ben,Bellevue Hill,151.25416,-33.87239,Condominium,Entire home/apt,3,7,296,63,4,365,9,100,1
2130117,Tsim Sha Tsui  1 person,10867451,Gui,Tsim Sha Tsui,114.17503,22.2968,Apartment,Shared room,1,1,212,0,1,1,17,92,1
21306698,Liiiving in Porto | Aliados Cosy Apartment,30907275,Liiiving,Tsim Sha Tsui,-8.60937,41.15012,Apartment,Entire home/apt,1,4,70,361,3,1125,4,90,82
21312909,"Kihei Akahi C-607 - 1 Bedroom, Top Floor, Ocean Views, 2 pools, Tennis - Condo",150138806,VacayHome Connect,Tsim Sha Tsui,-156.44528,20.71691,Condominium,Entire home/apt,1,4,119,275,2,90,37,92,92
21322869,Habitación acogedora en zona muy tranquila,8429163,Priscila & Juliano,La Teixonera,2.14653,41.42339,Apartment,Private room,1,1,40,72,2,4,7,97,1
2133967,Feel at home.. in a cosy and warm,126480,Naz&Gulcin,La Teixonera,28.99543,41.05987,Apartment,Private room,1,2,74,365,2,60,10,89,3
21362635,Azur Lodge and Beach House,154667058,Isabel,La Teixonera,-8.7383,41.3398,House,Entire home/apt,3,4,90,188,4,1125,7,100,1
21365501,NEW!_Warm Apt._1min Subway_8ppl_3room2bath,31255164,Wilson&Shan,Causeway Bay,114.18183,22.28021,Apartment,Entire home/apt,5,8,1295,226,1,999,70,97,9
21368282,Modestly Waverly,154729821,Daniel,Mile End,-73.60294,45.52529,Apartment,Private room,1,1,20,0,1,3,1,100,1
21379141,"JK1,2人大床房+独立卫生间+地铁口楼上+朗豪坊+旺角闹市中心+女人街+购物街+美食中心",122131447,Debe,Ho Man Tin,114.17977,22.32187,Apartment,Private room,1,2,345,111,1,1125,12,85,126
21382912,Perfect location to reach allaround,61287093,Selim Deniz,Ho Man Tin,28.99616,41.05978,Serviced apartment,Private room,2,3,63,365,1,30,7,74,1
21389251,Vibrant Flat with Rooftop Terrace and City Views,26781307,Ariel,Vila de Gràcia,2.13676,41.38121,Apartment,Entire home/apt,1,2,90,220,60,180,6,100,7
21395598,Kihei Condo Steps to Beach w/ Pool & New AC!,121679638,Evolve,Vila de Gràcia,-156.45783,20.7619,Condominium,Entire home/apt,2,4,405,203,3,90,1,100,187
21406716,Lantau Beach Flat & Rooftop,155098920,Marc,Vila de Gràcia,113.95479,22.23542,Apartment,Entire home/apt,1,2,1178,69,2,12,24,98,1
2141667,Riverview at Lovely Harlem/UWS Home,10929872,Carlyn,Hamilton Heights,-73.95353,40.81968,Apartment,Private room,2,3,93,82,2,35,131,97,1
21421463,Stylish executive studio in inner Sydney,36410227,Sabrina,Newtown/Enmore,151.19355,-33.86632,Apartment,Entire home/apt,2,3,171,0,3,1125,24,93,294
21426586,Sunny Apartment in Surry Hills- great location!,139376292,Belinda,Surry Hills,151.21005,-33.88883,Apartment,Private room,1,1,60,0,2,5,2,90,2
2142754,"Aina Nalu Pumehana, in Old Lahaina",10936436,James,Lahaina,-156.67402,20.87291,Apartment,Private room,1,3,204,0,3,10,39,98,1
21428625,Awesome Oasis! 3 stops Away from Manhattan!!!,134428157,Johny,Bedford-Stuyvesant,-73.94368,40.68602,Townhouse,Private room,1,2,50,61,5,1125,1,100,7
21440587,Columbus Circle Studio,154346156,Emilio,Hell's Kitchen,-73.98324,40.76673,Apartment,Entire home/apt,1,2,230,0,2,7,1,100,1
21441057,"700sqmSpacious cozy artist home, 5min fr. central!",49125021,Selina,Sheung Wan,114.15104,22.28583,Apartment,Entire home/apt,1,2,1099,0,2,1125,70,99,1
21451259,Close to park and sea: Light and airy family apt,47093854,Rhonda,Sheung Wan,151.24671,-33.90454,Apartment,Entire home/apt,3,5,181,0,5,100,3,100,1
21493665,#5 ECONOMIC 5 PAX FLAT,10790256,Farouq,Sultanahmet,28.97113,41.00438,Apartment,Entire home/apt,2,4,127,292,1,90,5,96,7
21497042,"FANTASTIC APARTMENTS, LUX RESIDENCE",150413080,Rasha,Sultanahmet,28.69811,41.00188,Apartment,Entire home/apt,1,3,348,365,1,1125,1,100,3
21511027,"Chaleureux, au cœur du plateau",70233304,Ivonne,Sultanahmet,-73.57365,45.53145,Townhouse,Private room,1,2,75,364,2,7,8,83,1
2151479,Newly renovated house,10981050,Rhonda,Bedford-Stuyvesant,-73.94626,40.68922,Apartment,Entire home/apt,0,5,125,254,3,1125,96,94,1
21519013,"Gorgeous Garden Retreat in trendy, quaint Kaimuki",34916891,Greg,Kaimuki,-157.80199,21.28063,House,Entire home/apt,5,8,290,34,30,1125,13,100,3
21522442,Art Gallery Apartment 2B,21873399,Sol,Dreta de l'Eixample,2.1645,41.37343,Apartment,Entire home/apt,3,4,90,232,3,1125,11,94,46
21526172,Ultra Comfy Flat & Perfect Location,2769925,Pelin,Cihangir,28.98195,41.02808,Apartment,Entire home/apt,1,2,195,88,2,1125,11,96,7
21526718,Appartement coeur de porto,30033862,Jeje,Cihangir,-8.61166,41.15184,Apartment,Entire home/apt,2,4,60,355,2,30,5,80,8
21530399,Mr Collins master bedroom,23722054,Yasmin,Annandale/Leichhardt,151.17142,-33.8844,House,Private room,1,2,107,0,1,7,4,100,1
21531457,Quiet Terrace on the City Fringe,3972585,Jan,Erskineville,151.18805,-33.89864,Townhouse,Entire home/apt,2,4,145,0,2,1124,13,98,1
2153435,The best Williamsburg has to offer!,4630562,Edward,Williamsburg,-73.96351,40.71587,Apartment,Entire home/apt,2,4,320,333,2,120,157,96,2
21536635,Charming apartment facing Laurier park,22242873,Tim,Le Plateau,-73.5851,45.53195,Apartment,Entire home/apt,1,2,60,0,3,1125,2,100,1
21541451,"Sleeps 4, One Block from Waikiki Beach",43793840,Mark,Waikiki,-157.82482,21.27579,Condominium,Entire home/apt,2,4,89,250,1,31,43,88,92
21544362,Cozy studio in the heart of HONG KONG Double bed B,110212758,Ky,Waikiki,114.18319,22.28099,Apartment,Entire home/apt,1,2,424,238,7,1125,17,88,2
21563508,Stylish 1 bed flat with balcony in Montjüic,111885362,Laura & Alex,El Poble-sec,2.16658,41.37282,Apartment,Entire home/apt,1,4,15,342,6,1125,3,93,17
21568012,"$29 per night, near city,free wifi, own room,WOW!!",84810518,David,Summer Hill,151.15874,-33.91262,Townhouse,Private room,1,1,45,323,2,1125,25,82,13
21571388,Newly renovated apartment in heart of Wan Chai,26443558,Danny,Summer Hill,114.16947,22.27717,Apartment,Entire home/apt,1,2,777,0,7,1124,3,93,1
21583253,2 Bedroom 'In Law' style home,15666226,Phu,Campsie,151.10888,-33.91235,Guest suite,Entire home/apt,2,3,171,0,2,365,2,90,1
21583732,Spacious Room close to the Station and Sydney CBD,77166809,Ellie,Artarmon,151.18731,-33.81257,Apartment,Private room,1,2,100,0,1,30,11,100,1
21584327,Paradise Waits,24090606,Suzie,Island of Hawaiʻi,-154.93037,19.3994,Guesthouse,Entire home/apt,2,2,175,249,4,1125,11,98,2
21584362,Bright and spacious Sheung Wan apartment,24103007,Owen,Sheung Wan,114.14937,22.28814,Apartment,Entire home/apt,1,2,801,3,3,1125,5,100,1
2159898,East Village Studio,11021180,Sheila,East Village,-73.98437,40.72671,House,Entire home/apt,2,4,190,23,4,1125,204,99,2
2160805,Hawaii Tiny House (Red),11026347,Stephanie,Island of Hawaiʻi,-155.96322,19.67365,Guesthouse,Entire home/apt,4,6,130,274,2,1125,72,89,6
21612701,Bondi beach at your doorstep.,2388306,Kinga,Island of Hawaiʻi,151.28347,-33.89228,Apartment,Entire home/apt,1,2,139,0,5,20,1,100,1
21612973,Double Room In Shared Designer Apartment,146767211,Martin,Fairlight,151.27924,-33.79599,Apartment,Private room,1,2,90,19,2,1125,57,98,2
2161352,"尖沙咀的1房1厅,住3人,有厨房月租14000起",6070003,文文,Mong Kok,114.17082,22.3043,Apartment,Private room,2,3,699,135,15,1125,2,100,13
21619355,"Near Tai O,Airport,Big Buddha,Disney, beach.Nature",110624826,Nam,Mong Kok,113.93124,22.22772,House,Entire home/apt,3,6,997,159,1,60,20,92,3
2161945,Sand Sun Surf w Parking. City 9km,4525873,Marcella,Maroubra,151.2557,-33.9455,House,Entire home/apt,10,15,340,168,1,1125,174,89,14
21624000,The Bohemian Nest | Santo Ildefonso | Bedroom#2,140101314,Catarina,Maroubra,-8.60005,41.14891,Apartment,Private room,1,2,24,189,2,1000,34,93,18
21625832,The deck house @ Clareville Beach,157336801,Jo,Avalon,151.31235,-33.63588,House,Entire home/apt,6,9,849,180,7,21,8,100,1
2163225,Ipanema P10 - R$ 800/3 noites ou R$ 3.750/mês,11037852,Marcelo,Ipanema,-43.21103432,-22.98385851,Apartment,Entire home/apt,2,4,325,20,4,60,11,89,3
21632846,"Elegant, comfortable and clean private studio舒适的保证",104401765,Linda,Ipanema,-73.82287,40.75856,Condominium,Entire home/apt,2,3,97,56,2,1125,26,96,1
21637487,BONDI BEACH HIDE AWAY ❤️,38141476,Kasey,Darlinghurst,151.2724,-33.89243,Apartment,Entire home/apt,1,2,139,146,2,1124,49,98,2
21641743,"Room 4, 3 mins to MTR",29831285,Lulu,Mong Kok,114.1657,22.3237,Guest suite,Private room,2,2,479,303,1,1125,17,98,21
21641801,Vintage plantation house,2821713,Antonio,Kaimuki,-157.79265,21.28101,Cottage,Entire home/apt,2,4,125,160,2,1125,20,90,5
21648743,城堡山民宿2,55163980,Echo,Kaimuki,151.0034,-33.72709,Villa,Private room,1,1,33,363,180,1125,1,80,2
21648821,"Luxury Living! Sleeps 8, 2 Car Spots, Close to CBD",5888387,Casandra And David,Zetland,151.21087,-33.90603,Apartment,Entire home/apt,3,8,250,95,2,1125,57,90,1
21654414,Boutique Room in Taksim 5 Free wi_fi,154955802,Salih,Taksim,28.98611,41.04295,Hotel,Private room,1,2,158,362,2,1125,7,86,12
21662064,THE DOURO WINDOW,157666301,Gil,Taksim,-8.62536,41.14151,Loft,Entire home/apt,2,3,90,0,2,1125,46,98,1
21664003,APPARTEMENT MODERNE,157679873,Serge,Montréal-Nord,-73.61619,45.61603,Guesthouse,Private room,2,4,40,55,2,1125,31,94,1
21669322,Comfortable & Bright Studio in the East Village,3281798,Guillermo,East Village,-73.98152,40.73014,Apartment,Entire home/apt,1,3,180,0,2,29,6,97,1
21670822,GoodStay - Mouzinho,157745489,Apartamento,East Village,-8.61479,41.14377,Apartment,Entire home/apt,2,3,85,291,3,300,39,96,1
21672349,A Bright Brooklyn Apartment With A Private Balcony,4434595,Jamie,East Village,-73.94557,40.68717,Apartment,Entire home/apt,1,2,98,1,3,12,10,98,1
21675318,( ͡° ͜ʖ ͡°) Baaasic Spaaace (ฅ´ω`ฅ),34326735,Jocky,East Village,114.16981,22.30765,Apartment,Shared room,1,2,79,0,1,8,1,100,1
216766,Heart of Lahaina ~ Beautiful Aina Nalu C14 -,1118742,Carol,Lahaina,-156.67633,20.87506,Condominium,Entire home/apt,2,6,259,247,1,365,94,93,28
21680190,Fashion & Sleek 1BR Relocation & Business!,38459934,Alejandro,Downtown Montreal,-73.56128,45.51037,Serviced apartment,Entire home/apt,1,2,82,340,30,1125,2,60,256
21684913,OVERLOOKING BEACH 2 BED WIFI PARKING,4298915,Awaba,Central Business District,151.2698,-33.89855,House,Entire home/apt,3,4,343,91,7,1125,1,100,34
21686404,3 bedrooms apartment,56570136,The Grand Blossom,Hung Hom,114.18577,22.30863,House,Entire home/apt,3,5,597,0,1,20,6,92,30
21686582,Centrally located room in Besiktas,157870012,Seyma,Hung Hom,29.00531,41.04544,Condominium,Private room,1,1,58,0,1,10,3,100,1
21702142,BEAUTIFUL*Partial Ocean View by TOP Swimming Beach,5786717,Viktoria,Kihei/Wailea,-156.4426,20.71134,Apartment,Entire home/apt,2,4,308,316,3,60,34,98,59
21702934,Modern Kailua Getaway with Private Access to Beach,1964650,John,Kailua,-157.74463,21.41425,Guest suite,Entire home/apt,2,4,270,278,1,1125,62,100,1
21711468,Casa Amarela - The Garden,157929828,Casa,Kailua,-8.6109,41.15469,Apartment,Entire home/apt,3,6,60,299,2,1125,34,98,4
21716100,Curl Curl Getaway | Pool & Spacious 4 BR House,52384252,Tam,Kailua,151.28634,-33.76776,House,Entire home/apt,6,8,1100,185,5,12,2,90,1
21739859,House for Friends in Porto Downtown - Bedroom 4,5510997,António,Kailua,-8.61051,41.15615,House,Private room,1,2,25,66,3,30,7,94,6
21746886,Villa Porto - New!,17070749,Allure Villas,Kailua,-8.66703,41.16774,House,Entire home/apt,5,6,255,0,4,1125,1,100,169
21762139,Liiiving in Porto | Santa Catarina Luxury Apt. I,30907275,Liiiving,Kailua,-8.60645,41.15086,Apartment,Entire home/apt,4,8,220,323,3,1125,13,97,82
21768317,@@@ Luxury queen room with private bathroom @Jess',125325788,Jess,Kailua,151.0716,-33.78411,House,Private room,1,2,60,181,2,1125,2,100,4
21786064,Chambre à proximité du métro Parc,13117148,Yeimy,Parc-Extension,-73.62968,45.52952,Apartment,Private room,1,2,20,0,5,40,1,100,2
21795489,Apartamento ao Sol JORVAJOR,155218669,Lara,Parc-Extension,-8.6102,41.11905,Apartment,Entire home/apt,2,5,31,0,1,7,21,98,1
21815026,Fully furnished 2 bedroom apartment waterloo,70989040,Jordan,Parc-Extension,151.21345,-33.90017,Apartment,Entire home/apt,3,4,119,0,2,1125,2,100,1
21816095,Taksim& 25% discount per week& Cosy Room,150560975,Ahmet,Parc-Extension,28.98064,41.03381,Apartment,Private room,1,2,121,90,1,1125,1,60,2
218191,Books & Company . To relax and be happy .,1128359,Eulalia,Parc-Extension,-8.59679,41.15752,Apartment,Private room,1,2,22,301,2,6,164,92,1
21819120,The Green Room Mong Kok,47709699,Laiza Stephanie T.,Mong Kok,114.16976,22.32301,Apartment,Private room,1,2,589,167,1,1125,41,91,6
