,id,name,host_id,host_name,neighbourhood,longitude,latitude,property_type,room_type,beds,accommodates,price,availability,minimum_night,maximum_night,no_of_reviews,rating,host_listings_counts
4766,5283892,traditional and Charming room,14948298,Maria De Lourdes,,-8.60486,41.14914,Apartment,Private room,2,3,29.00,255,2,15,408,93,2
4767,5288332,Ko Olina Ocean View Condo 2BR/2BA,7785405,Jackie,Makakilo/Kapolei/Honokai Hale,-158.12301,21.33528,Condominium,Entire home/apt,4,6,500.00,243,3,1125,68,99,2
4768,5298896,Unique NYC Loft - Guest Room,3868692,Lucas,Financial District,-74.00952,40.70457,Loft,Private room,1,2,125.00,190,2,90,83,100,2
4769,5298896,Unique NYC Loft - Guest Room,3868692,Lucas,Financial District,-74.00952,40.70457,Loft,Private room,1,2,125.00,190,2,90,83,100,2
4770,5307830,⭐️Ocean/City Views⭐️Van Included⭐️Hot Tub⭐️3 Bath,24671259,Glen,Diamond Head/Kapahulu/St. Louis Heights,-157.80855,21.29373,House,Entire home/apt,10,12,525.00,67,7,365,11,100,8
4771,5313939,Casa Batlló views! Central apartment¦,299462,Stay U-Nique,Sant Gervasi - Galvany,2.16373,41.39035,Apartment,Entire home/apt,3,4,705.00,56,3,30,63,92,98
4772,5315955,1 bedroom apartment in DUMBO!,27536921,Michael,Brooklyn Heights,-73.99396,40.70224,Apartment,Entire home/apt,1,3,165.00,314,2,1125,124,82,1
4773,5327223,Luxurious Hotel experience,27602162,Jad,Downtown Montreal,-73.56358,45.50053,Apartment,Entire home/apt,1,2,150.00,0,2,1125,24,96,1
4774,533168,Spacious Nolita 2 Bd w/roof garden,2620162,Olivia,Nolita,-73.9944,40.72184,Condominium,Entire home/apt,2,2,300.00,277,4,1125,88,97,1
4775,5345273,ENTIRE BUILDING in the City Center/Beach,27698611,Angeles,La Barceloneta,2.18867,41.38192,Townhouse,Entire home/apt,6,10,135.00,130,3,60,185,94,1
4776,5347035,Best location 1 bed apt + sun room,5030218,Javier,Bondi Beach,151.27107,-33.88748,Apartment,Entire home/apt,1,3,119.00,0,3,1125,11,84,2
4777,535213,OCEANFRONT - TOP FLOOR - SUNSETS - VIEWS - PRIVATE,2629713,Sue,Napili/Honokowai,-156.67752,20.97515,Condominium,Entire home/apt,1,2,177.00,0,5,1125,37,95,1
4778,5357380,Cosy city apartment,25514162,Ebru,,29.10061,40.95071,Apartment,Entire home/apt,1,2,216.00,365,2,1125,13,92,2
4779,5361777,Hello To Everybody from Taksim center of the İST,27636231,Sevilay,,28.99959,41.07211,Apartment,Private room,1,2,127.00,363,1,1125,15,96,3
4780,536526,"A Lovely, Modern, 1bd Apt in Center",2248444,Pinar,Taksim,28.97471,41.03703,Apartment,Entire home/apt,1,3,206.00,260,2,1095,44,92,5
4781,536526,"A Lovely, Modern, 1bd Apt in Center",2248444,Pinar,Taksim,28.97471,41.03703,Apartment,Entire home/apt,1,3,206.00,260,2,1095,44,92,5
4782,536526,"A Lovely, Modern, 1bd Apt in Center",2248444,Pinar,Taksim,28.97471,41.03703,Apartment,Entire home/apt,1,3,206.00,260,2,1095,44,92,5
4783,539140,Belle maison familiale au cœur de Villeray,2648876,Geneviève Et Yanick,Villeray,-73.6202,45.54,Townhouse,Entire home/apt,4,6,119.00,67,1,30,5,100,1
4784,539140,Belle maison familiale au cœur de Villeray,2648876,Geneviève Et Yanick,Villeray,-73.6202,45.54,Townhouse,Entire home/apt,4,6,119.00,67,1,30,5,100,1
4785,5404095,Spanish family host U/private WC,28012645,María,,2.17378,41.38047,Apartment,Private room,3,3,60.00,290,1,1125,265,95,4
4786,5404095,Spanish family host U/private WC,28012645,María,,2.17378,41.38047,Apartment,Private room,3,3,60.00,290,1,1125,265,95,4
4787,5407374,GUESTROOM in BARCELONA/SANTS,9122792,Klaus & Omar,Sants-Montjuïc,2.13395,41.37575,Apartment,Private room,1,2,30.00,166,3,1125,91,95,1
4788,5410897,Fab Park Slope garden apt w/ patio,5768957,Michael,Park Slope,-73.98754,40.66832,Apartment,Entire home/apt,2,4,169.00,273,14,1124,127,99,1
4789,5434150,CHARMING NYC Studio Loft NEAR SOHO!,27813383,O,Greenwich Village,-74.00125,40.72937,Loft,Entire home/apt,0,2,136.00,261,30,1124,43,97,1
4790,543962,The Bali House Oceanviews w/Hot tub @ Kehena Beach,53657,Iliahi J.,Island of Hawaiʻi,-154.93097,19.39376,House,Entire home/apt,2,4,189.00,235,3,30,61,98,2
4791,5447255,Cozy 1BR  Near Theater Distict!,28255422,Sara,Hell's Kitchen,-73.99039,40.76387,Apartment,Entire home/apt,1,2,151.00,0,7,7,12,92,1
4792,5448834,CWB Harbourview Apartment,10408787,Jeanny,,114.19261,22.27843,Apartment,Private room,1,2,550.00,353,1,10,23,95,1
4793,5449320,Standard Double Bed Room,27773646,Kenneth,Tsim Sha Tsui,114.17432,22.29935,Hostel,Private room,1,2,353.00,74,1,28,6,64,28
4794,5449320,Standard Double Bed Room,27773646,Kenneth,Tsim Sha Tsui,114.17432,22.29935,Hostel,Private room,1,2,353.00,74,1,28,6,64,28
4795,5451782,"""Cozy Open Space Loft in Galata""",28218204,Ersan,,28.97704,41.02656,House,Entire home/apt,2,4,395.00,365,4,1125,9,83,1
4796,545658,Great studio in Kennedy Town!,2679225,Adam,Kennedy Town,114.12848,22.28276,Apartment,Entire home/apt,1,2,754.00,0,5,1125,2,80,1
4797,5461928,Stylish 2 bdr Glebe terrace,21076284,Stephanie & Duane,Glebe,151.18474,-33.88085,House,Entire home/apt,2,4,240.00,0,2,30,6,100,1
4798,5464028,"Waikiki 1BD w/ wifi, wash/dry/pkg!",27433447,Jun,Waikiki,-157.8269,21.27855,Condominium,Entire home/apt,1,4,147.00,92,2,365,142,95,2
4799,5469086,Sunny quiet flat with sea breezes,1980038,Anitta,Newtown/Enmore,151.25696,-33.90026,Apartment,Entire home/apt,2,2,100.00,0,2,1125,21,85,3
4800,5469770,House-workshop in the Village.,28369495,Véro,Villeray,-73.55648,45.5222,Apartment,Entire home/apt,1,2,50.00,0,7,1125,6,97,2
4801,5482864,Sunny Bondi Pad 200m from the beach,9821857,Lucile,Bondi Beach,151.27039,-33.89401,Apartment,Entire home/apt,1,2,250.00,0,6,1125,12,96,1
4802,5505414,grande chambres,28548893,Louis,Rivière-des-Prairies-Pointe-aux-Trembles,-73.55388,45.65692,House,Private room,1,2,50.00,365,1,1125,6,83,2
4803,5511614,Manly Lagoon & Beachside Apartment,28587936,Leanne,,151.27983,-33.78158,Apartment,Entire home/apt,1,2,200.00,352,7,1125,5,92,1
4804,552141,Historic sundrenched apt of the Lower East Side,2712998,Greg,Chinatown,-73.98975,40.71788,Apartment,Entire home/apt,2,3,300.00,0,1,7,37,89,2
4805,5549057,BONDI BEACH - Beach & Ocean Views,28770102,Brendan,Bondi,151.27095,-33.89523,Apartment,Private room,1,2,70.00,262,2,1125,43,99,1
4806,5551051,Bilgi Üniversitesi yanında güzel ev,28375315,Kazim,,28.94779,41.06752,Apartment,Entire home/apt,4,7,121.00,345,1,1125,4,95,3
4807,5554583,Apto entre Lapa e Santa Tereza,28338055,Fernando,Centro,-43.18826350057249,-22.916629528368336,Apartment,Entire home/apt,2,4,101.00,194,3,89,1,100,2
4808,5555181,King Suite,10739456,Murat,Şişli,28.98934,41.0524,Apartment,Private room,1,2,591.00,365,1,1125,1,100,5
4809,555588,Historical Istanbul House @ Taksim,2731976,Alexis,Taksim,28.98788,41.04251,Apartment,Entire home/apt,4,6,243.00,258,3,30,246,96,2
4810,55737,Sleek & Comfortable Soho Apt,263414,Pete,Hudson Square,-74.0049,40.72861,Apartment,Entire home/apt,1,2,199.00,344,5,730,122,96,1
4811,5574192,Modern loft with a terrace in the heart of Kadikoy,15325507,Alper,,29.02755,40.99005,Loft,Entire home/apt,1,3,385.00,178,2,1125,24,97,1
4812,5574192,Modern loft with a terrace in the heart of Kadikoy,15325507,Alper,,29.02755,40.99005,Loft,Entire home/apt,1,3,385.00,178,2,1125,24,97,1
4813,5581269,Backyard cabin by lovely Pittwater,11957095,Michy,,151.30595,-33.63665,Cabin,Entire home/apt,1,2,129.00,362,1,1125,124,97,1
4814,5604994,Modern Top Floor Apartment,20633978,Jared & Diana,,150.92642,-33.68862,Apartment,Entire home/apt,1,2,138.00,138,3,200,48,99,1
4815,5617551,Charming apart in heart of Plateau,29117771,Mina,Le Plateau,-73.58567,45.53355,Apartment,Entire home/apt,3,6,156.00,218,3,1125,11,98,1
4816,5618084,Sunny 1BR in Plateau by Sonder,12243051,Sonder,Gay Village,-73.58346,45.52199,Apartment,Entire home/apt,2,4,67.00,139,2,1125,14,86,1198
4817,5621357,Cute Lovely Studio @ Monarch Hotel,25809048,Jason,Waikiki,-157.83355,21.28496,Apartment,Entire home/apt,2,3,97.00,260,2,1125,96,88,22
4818,5621357,Cute Lovely Studio @ Monarch Hotel,25809048,Jason,Waikiki,-157.83355,21.28496,Apartment,Entire home/apt,2,3,97.00,260,2,1125,96,88,22
4819,562251,Casas do Pátio - Azulejos,2686177,João,,-8.61359,41.14142,Apartment,Entire home/apt,5,6,115.00,283,2,240,25,90,31
4820,5624887,Beautiful room in Modernist House,29153757,Onofre,L'Antiga Esquerra de l'Eixample,2.15468,41.39078,Apartment,Private room,1,2,55.00,326,2,1125,94,98,2
4821,5640127,"Laulea Kailani Villa (Kauai), Peaceful Luxury",10496350,Elite,Kuliouou/Kalani Iki,-159.48517,22.21416,House,Entire home/apt,3,6,1000.00,292,4,1125,4,100,63
4822,5642546,Bright Modern Warehouse Conversion,16271205,Rochelle,Rosebery,151.19935,-33.91907,Apartment,Entire home/apt,1,2,151.00,0,6,60,3,100,1
4823,564564,Copacabana Rio de Janeiro roons,2776511,Rogério,Copacabana,-43.190085214942066,-22.975486285711714,Apartment,Private room,2,2,101.00,78,5,90,17,86,2
4824,564578,Rent room Copacabana Rio de Janeiro,2776511,Rogério,Copacabana,-43.18883359835319,-22.974949853421453,Apartment,Private room,2,2,201.00,358,3,1125,21,94,2
4825,5650901,Beautiful suite near the beach,28966470,Maria,,-8.69054,41.18144,Serviced apartment,Private room,1,2,30.00,341,2,1125,56,95,1
4826,5652195,Belle Époque Apartments,15809545,Luis,,-8.61362,41.14363,Serviced apartment,Entire home/apt,1,2,65.00,312,1,1125,19,96,6
4827,5712086,Idyllic Sanctuary in Mosman Village,29616226,Rachel,Mosman,151.23796,-33.82529,House,Entire home/apt,3,5,350.00,326,3,1125,102,92,1
4828,571382,Porto Leça Beach Flat in Matosinhos,2812007,João,,-8.6983,41.1898,Apartment,Entire home/apt,5,8,39.00,174,1,365,166,96,5
4829,5716802,"Galata Tower 250mt,modern rooftop ",18005238,Can,,28.9791,41.02703,Loft,Entire home/apt,2,3,290.00,364,1,1125,10,82,11
4830,5725151,service appartment with terrace,6504006,Chile,Quarry Bay,114.18994,22.28163,Apartment,Entire home/apt,4,4,1382.00,349,28,2800,7,97,22
4831,573086,Studio renovated in Copacabana,2791501,Valéria,Copacabana,-43.17930699462975,-22.963560904332823,Apartment,Entire home/apt,3,4,187.00,354,3,90,6,92,2
4832,5734122,Hop Inn - 8 Bed Mixed Dorm (Mody),2846792,Hop Inn,Tsim Sha Tsui,114.17421,22.29647,Guesthouse,Shared room,8,8,181.00,365,1,1125,19,93,38
4833,573671,Luminous Modern Apt Share for Young Professionals,2822805,Ollie,Bedford-Stuyvesant,-73.9501,40.68586,Apartment,Private room,1,1,58.00,266,30,1125,40,94,15
4834,573924,CHIC apt near metro & AtwaterMarket,1016614,Home In Montreal,Pointe-Sainte-Charles,-73.57016,45.46865,Apartment,Entire home/apt,1,4,68.00,253,90,1125,6,90,21
4835,573924,CHIC apt near metro & AtwaterMarket,1016614,Home In Montreal,Pointe-Sainte-Charles,-73.57016,45.46865,Apartment,Entire home/apt,1,4,68.00,253,90,1125,6,90,21
4836,575662,Terraced Ottoman Villa - Room 1,2797172,Piril,,29.04244,41.16357,House,Private room,1,2,359.00,365,5,1125,2,100,4
4837,5763156,Designer Warehouse 1BD City Living,1560268,Simon & Nicole,Surry Hills,151.21042,-33.88716,Loft,Entire home/apt,1,2,149.00,248,2,1124,181,97,2
4838,577242,Big House Near Porto and beachs,2838878,Dulce,,-8.53543,41.01075,House,Entire home/apt,4,8,100.00,124,6,1125,28,94,1
4839,578396,Ainalani,2845579,Paulina,Kauaʻi,-159.47583,22.22235,House,Private room,1,2,75.00,242,1,1125,155,92,3
4840,5806416,Soho/Nolita - Best Location - Large 1 BDRM.,12484957,Marina,Nolita,-73.99469,40.72102,Apartment,Entire home/apt,4,3,260.00,129,2,7,112,94,2
4841,5814254,Aparthotel at Praia da Barra.,16042692,Rachel,Barra da Tijuca,-43.35713332585941,-23.00981234873527,Serviced apartment,Entire home/apt,2,4,250.00,351,2,30,36,98,1
4842,582364,Spectacular Modern Uptown Duplex,2660281,Maria,El Putget i Farró,2.1465,41.40914,Apartment,Entire home/apt,7,11,175.00,201,2,1125,273,97,2
4843,582364,Spectacular Modern Uptown Duplex,2660281,Maria,El Putget i Farró,2.1465,41.40914,Apartment,Entire home/apt,7,11,175.00,201,2,1125,273,97,2
4844,582364,Spectacular Modern Uptown Duplex,2660281,Maria,El Putget i Farró,2.1465,41.40914,Apartment,Entire home/apt,7,11,175.00,201,2,1125,273,97,2
4845,582364,Spectacular Modern Uptown Duplex,2660281,Maria,El Putget i Farró,2.1465,41.40914,Apartment,Entire home/apt,7,11,175.00,201,2,1125,273,97,2
4846,5850712,Classic West Village 1BR on Quiet Tree-Lined Block,30378196,Matthew,West Village,-74.00649,40.73015,Apartment,Entire home/apt,1,2,120.00,7,4,31,27,99,1
4847,5862093,"Vaucluse, city views, large two bedroom w sunroom",28943398,Kariem,,151.28369,-33.84986,Apartment,Entire home/apt,2,5,149.00,140,13,60,7,89,1
4848,5883037,Clean and cheap room,6166925,Halis Mert,,29.10222,40.95533,Apartment,Private room,1,2,84.00,248,1,360,23,99,2
4849,59066,Queen Room at Beautiful Upscale Organic Farm,283136,Steve & Melinda,Kailua/Kona,-155.87272,19.44949,House,Private room,1,2,89.00,0,2,30,91,96,8
4850,591106,Great studio/NOT a shared space,2818021,Catherine,Kauaʻi,-159.47668,22.22111,Apartment,Entire home/apt,1,2,96.00,233,2,29,212,90,3
4851,5923031,"Newtown Superclean, Quiet, Roof Terrace, One Train Stop City",7044418,Narelle,Newtown/Enmore,151.17661,-33.89798,Apartment,Entire home/apt,1,2,185.00,54,2,360,83,98,3
4852,5925343,The Notorious B.N.B. { The William Henry },1177497,Jessica,Clinton Hill,-73.96713,40.68963,House,Private room,1,2,259.00,328,1,1125,89,99,11
4853,5926953,"Modern, Cozy & Bright Private Room and Bathroom",30430827,Steve,Brooklyn Navy Yard,-73.97296,40.69634,Apartment,Private room,1,2,70.00,318,1,24,134,93,1
4854,5927726,nice interior room at artistic place,2553762,Inma,El Poble-sec,2.16065,41.37281,Apartment,Private room,1,1,26.00,0,2,1125,56,93,2
4855,5927726,nice interior room at artistic place,2553762,Inma,El Poble-sec,2.16065,41.37281,Apartment,Private room,1,1,26.00,0,2,1125,56,93,2
4856,5960384,Living Aloha~Half a Block to Waikiki Beach + WiFi,23682529,Judith,,-157.82133,21.27299,Condominium,Entire home/apt,1,2,114.00,60,3,1125,161,94,1
4857,5979282,Charming Apartement,31041653,Jorge,,-8.65398,41.10336,Apartment,Entire home/apt,4,5,120.00,358,2,30,18,89,1
4858,5980264,White Sand Beach Ocean Front Home,28920627,Sandra,North Shore,-158.07724,21.62495,House,Entire home/apt,3,6,500.00,169,3,28,23,97,1
4859,598612,Most breathtaking view of Manhattan,2960326,Fabio,Greenpoint,-73.95376,40.72203,Apartment,Entire home/apt,2,4,500.00,303,2,365,231,94,1
4860,5986898,This Princeville 1BD Will Charm You,1761087,Sarah,Kauaʻi,-159.47621,22.22149,Apartment,Entire home/apt,1,4,115.00,103,3,1125,152,96,2
4861,598806,Cozy Apartment in Porto Center,2962322,Laetitia Morais,,-8.59516,41.14703,Apartment,Entire home/apt,1,2,66.00,336,4,15,32,90,1
4862,5993432,Art-Deco In The Heart of Sydney,2805371,Hugo,Darlinghurst,151.2215,-33.8777,Apartment,Entire home/apt,1,2,129.00,172,1,1125,159,94,1
4863,6004502,Suite Prestige - Bedroom with private bathroom,31169881,Óscar E Cris,,-8.66262,41.15473,Apartment,Private room,1,2,45.00,364,2,1125,11,87,1
4864,6006340,Quiet and cozy a block from beach,31181046,Mark,North Shore,-158.05491,21.65628,House,Private room,1,2,85.00,119,3,90,141,97,3
4865,6006815,Fully furnished big 2 1/2,31183808,Ildiko,Ville-Marie,-73.56102,45.53163,Apartment,Entire home/apt,1,2,21.00,0,1,1125,7,89,1
4866,6007552,Kaaawa Paradise Beach House :-)  ALOHA,31188293,Nancy,Ko'olauloa,-157.8525,21.55567,Guest suite,Entire home/apt,3,5,159.00,285,2,1125,123,95,1
4867,6026166,Perfect 1BD in East Village,3372156,Kate,East Village,-73.98854,40.7254,Apartment,Private room,1,1,125.00,0,3,10,2,90,1
4868,6027345,Newly renovated historic brownstone,2881,Loli,Bedford-Stuyvesant,-73.94774,40.68242,Apartment,Private room,1,2,65.00,261,2,30,258,95,2
4869,602888,Bright UES Gem Near Central Park,177724,Lauren,Roosevelt Island,-73.95815,40.76985,Apartment,Entire home/apt,2,2,200.00,0,2,9,17,92,1
4870,6033723,BEACH LIFE  ❤ 3 min walk to town wharf & beach,31317422,Jonny,,151.2893,-33.80398,Apartment,Private room,1,2,124.00,0,1,31,18,92,1
4871,6036714,Charming and quiet historic terrace,6632410,Sally,Balmain/Birchgrove,151.1853,-33.85496,House,Entire home/apt,3,4,395.00,0,5,14,3,87,1
4872,6046461,"Beautiful apartment near dining, professional hubs",31380614,Suzie,Central Business District,151.20315,-33.86748,Apartment,Private room,1,1,115.00,147,2,1125,70,99,1
4873,6055546,A stunning bedroom in Maroubra Jcn,31426998,David,Maroubra,151.23723,-33.94079,Apartment,Private room,1,2,100.00,45,1,1125,3,100,1
4874,6064471,Big Manhattan Apartment 3 bedrooms big Living Room,31477675,Jango,Lower East Side,-73.9867,40.7208,Apartment,Entire home/apt,3,6,341.00,102,3,365,124,94,1
4875,6066694,Stylish 3bed house with pool - Bondi/Tamarama,31491209,Nicola,,151.26439,-33.89715,House,Entire home/apt,3,5,751.00,135,7,21,3,100,1
4876,6068649,Retro Apart in city center near Galata Tower,27513196,Alpay,,28.97331,41.02671,Apartment,Entire home/apt,1,2,395.00,336,4,60,13,100,1
4877,6080522,"Nice room on HK Island, MTR 1 min",20491104,Philipp,Sheung Wan,114.145,22.28742,Apartment,Private room,1,2,251.00,0,4,1125,1,20,1
4878,608097,Ocean & golf course views!! 3 BR/2BA Sleeps 7,3013911,Cyndy,Kailua/Kona,-155.9606,19.56696,Condominium,Entire home/apt,5,7,143.00,161,6,30,2,100,1
4879,6081771,* You Will Save Money Here,21907588,Alihan,Sultanahmet,28.97492,41.00276,Boutique hotel,Private room,1,2,100.00,324,1,1125,13,91,80
4880,6100514,1BR 5 minute walk to Times Square,6230173,Luke,Hell's Kitchen,-73.99198,40.76017,Apartment,Entire home/apt,1,2,200.00,0,4,21,30,98,1
4881,6105504,At The Heart Of The Old Sultanahmet,22976736,Mahmud,Sultanahmet,28.97919,41.00527,Apartment,Entire home/apt,3,7,749.00,28,2,1125,151,98,2
4882,610596,Chateau Gowanus,2992042,"Christopher, Samantha And Mason",Gowanus,-73.99648,40.67376,Townhouse,Entire home/apt,2,5,198.00,271,2,1125,92,97,1
4883,6106370,Puna Rainforest Retreat Hotspring: Lavender Orchid,25115999,Jacklynn,Island of Hawaiʻi,-154.94919,19.4425,Cottage,Entire home/apt,3,4,95.00,293,1,1125,149,97,6
4884,6119840,Studio for 2 downtown Mtl,25646950,Eric,Quartier des Spectacles,-73.56992,45.50806,Apartment,Entire home/apt,1,2,60.00,11,7,1125,38,96,3
4885,613556,"2 BED TriBeCa, Beautiful-Renovated!",1475015,Mike,Tribeca,-74.01171,40.71655,Apartment,Entire home/apt,2,5,130.00,239,30,365,2,90,52
4886,6140179,Appartement près du Stade Olympique,31852295,Françoise,Mercier-Hochelaga-Maisonneuve,-73.53857,45.57354,Apartment,Entire home/apt,1,2,40.00,0,1,1125,5,87,1
4887,6143305,Casa das Laranjas - Quarto Pássaros,31867067,Rosário,,-8.67004,41.15048,Bed and breakfast,Private room,2,2,85.00,362,1,1125,1,100,5
4888,6146081,Wow Historical Brooklyn New York!@!,1943161,Al,East Flatbush,-73.93376,40.64944,Apartment,Entire home/apt,6,8,97.00,339,3,28,52,91,2
4889,6147746,Stunning Waterfront Marina bay house in Sai Kung,18366206,Guillaume,,114.26488,22.36998,House,Entire home/apt,3,4,7002.00,173,4,1125,15,94,1
4890,6152624,Stylish Flat in BCN city center,13776330,David,Camp d'en Grassot i Gràcia Nova,2.16621,41.4075,Apartment,Entire home/apt,1,2,85.00,274,2,1120,152,96,1
4891,6170899,Balmain Village Garden House,32016875,Jennifer,Balmain/Birchgrove,151.18079,-33.86093,House,Entire home/apt,3,6,198.00,249,3,1125,57,99,1
4892,6170899,Balmain Village Garden House,32016875,Jennifer,Balmain/Birchgrove,151.18079,-33.86093,House,Entire home/apt,3,6,198.00,249,3,1125,57,99,1
4893,6180741,2BR  Lower East Side,14318669,Grady & Cristina,Lower East Side,-73.9867,40.71526,Apartment,Entire home/apt,2,4,210.00,0,2,1125,44,96,1
4894,6183610,MAUI Oceanfront Condo. A 1 bd.1 ba.,2173007,Ron,Maui,-156.50749,20.79501,Condominium,Entire home/apt,1,2,179.00,44,5,21,65,97,2
4895,6184600,Double Bedroom in shared Apt by Boqueria & Ramblas,1893978,Tizz,El Raval,2.1709,41.38069,Apartment,Private room,1,3,55.00,258,3,1125,147,95,2
4896,6185608,"Charming apartment, Plateau",6530888,Marie-Andrée Et Stéphane,Le Plateau,-73.58404,45.53647,Apartment,Entire home/apt,2,4,54.00,29,28,365,62,95,5
4897,6201263,Double Room front near Central - FREE WIFI -,4399722,Yoco,Redfern,151.20558,-33.88953,House,Private room,1,2,55.00,17,2,25,60,86,15
4898,6214138,"Tranquil apartment in Nişantaşı,istanbul",32221868,Ilhan,,28.99775,41.04632,Apartment,Entire home/apt,1,2,269.00,293,1,8,14,96,2
4899,6214138,"Tranquil apartment in Nişantaşı,istanbul",32221868,Ilhan,,28.99775,41.04632,Apartment,Entire home/apt,1,2,269.00,293,1,8,14,96,2
4900,6225501,1-bedroom in heart of Williamsburg!,150832,Katie,Williamsburg,-73.96048,40.71479,Condominium,Entire home/apt,1,2,150.00,0,4,1125,95,94,1
4901,6225501,1-bedroom in heart of Williamsburg!,150832,Katie,Williamsburg,-73.96048,40.71479,Condominium,Entire home/apt,1,2,150.00,0,4,1125,95,94,1
4902,6225501,1-bedroom in heart of Williamsburg!,150832,Katie,Williamsburg,-73.96048,40.71479,Condominium,Entire home/apt,1,2,150.00,0,4,1125,95,94,1
4903,6225501,1-bedroom in heart of Williamsburg!,150832,Katie,Williamsburg,-73.96048,40.71479,Condominium,Entire home/apt,1,2,150.00,0,4,1125,95,94,1
4904,6225501,1-bedroom in heart of Williamsburg!,150832,Katie,Williamsburg,-73.96048,40.71479,Condominium,Entire home/apt,1,2,150.00,0,4,1125,95,94,1
4905,6240880,2bedroom Waikiki Sweet home,28585183,Jooannah,Waikiki,-157.83263,21.28713,Condominium,Entire home/apt,4,6,229.00,349,1,1125,108,90,2
4906,6242962,Carina Park Suites & Residance #2,24787952,Onur Salih,Şişli,28.99212,41.05568,Aparthotel,Private room,2,3,295.00,0,1,1125,10,88,8
4907,6242962,Carina Park Suites & Residance #2,24787952,Onur Salih,Şişli,28.99212,41.05568,Aparthotel,Private room,2,3,295.00,0,1,1125,10,88,8
4908,6246681,Sun-Drenched Williamsburg Apartment,27428499,Allyssa,Williamsburg,-73.93782,40.71475,Apartment,Entire home/apt,1,2,190.00,0,2,1125,1,80,1
4909,6252815,Park Slope Garden Level Studio,32479008,Christiana,Park Slope,-73.98116,40.66936,Apartment,Entire home/apt,2,4,150.00,243,7,1125,36,93,1
4910,6257961,Amazing Apartment in Place des Art,32511351,Leyla,Downtown Montreal,-73.56976,45.50811,Apartment,Entire home/apt,1,2,98.00,0,3,1125,6,80,1
4911,6262269,The 2-BDRM WAIKIKI VIEW - Sleeps 4,29757618,Derek,Waikiki,-157.82002,21.27606,Condominium,Entire home/apt,2,4,99.00,138,7,1125,62,94,4
4912,6262536,Centrally Located Studio - Times Sq,405555,Prerna,Times Square/Theatre District,-73.98435,40.76295,Apartment,Entire home/apt,1,2,230.00,0,1,1125,1,100,1
4913,6262821,"Manhattan, near subway, quiet street in LES!",1190853,Tanner,Lower East Side,-73.98435,40.7175,Apartment,Private room,1,4,95.00,51,2,21,226,95,1
4914,6264804,Very close to Taksim İstiklal St.,32557006,Burcu,,28.97155,41.0311,Apartment,Private room,1,1,58.00,0,2,1125,2,100,1
4915,6264804,Very close to Taksim İstiklal St.,32557006,Burcu,,28.97155,41.0311,Apartment,Private room,1,1,58.00,0,2,1125,2,100,1
4916,6269517,Tailored Studio in Williamsburg BK,9524360,Michael,Williamsburg,-73.93734,40.7137,Apartment,Entire home/apt,1,2,150.00,230,3,1125,120,95,2
4917,6269968,"近地铁及市中心,干净 NYC 30 min to Manhattan",25915648,正川,Flushing,-73.82004,40.75717,Condominium,Private room,1,2,33.00,6,2,90,128,90,2
4918,6270767,Charming Private Bedroom on the UWS,14132136,Cali,Upper West Side,-73.96495,40.80179,Apartment,Private room,1,2,80.00,236,1,1125,90,85,3
4919,6270767,Charming Private Bedroom on the UWS,14132136,Cali,Upper West Side,-73.96495,40.80179,Apartment,Private room,1,2,80.00,236,1,1125,90,85,3
4920,6270767,Charming Private Bedroom on the UWS,14132136,Cali,Upper West Side,-73.96495,40.80179,Apartment,Private room,1,2,80.00,236,1,1125,90,85,3
4921,6277248,Chambre à louer- Plateau Mont-Royal,32628381,Jasmine,,-73.5791,45.51757,Apartment,Private room,1,2,35.00,0,1,1125,5,85,1
4922,6277248,Chambre à louer- Plateau Mont-Royal,32628381,Jasmine,,-73.5791,45.51757,Apartment,Private room,1,2,35.00,0,1,1125,5,85,1
4923,6284249,Boavista apartment,32667143,Tiago,,-8.64813,41.16596,Apartment,Entire home/apt,5,5,45.00,0,7,1125,9,89,2
4924,6288998,ROOM FOR FEMALE FLATMATE,32694123,Bilge,,29.04629,41.08814,Apartment,Private room,1,1,53.00,364,7,1125,4,100,1
4925,6291063,Beautiful Tropical Oasis near beach in Kailua,15111003,Lisa,Kailua,-157.74249,21.40555,House,Entire home/apt,4,6,480.00,0,7,50,10,100,5
4926,6292364,"Cosy room@ Avalon-near beaches,cafes & Pittwater",32718590,Cathy,Avalon,151.31913,-33.62637,Guest suite,Entire home/apt,1,2,90.00,337,1,1125,143,96,1
4927,6293102,Beautiful big room in modern house,32724101,Briohny,Marrickville,151.15615,-33.91341,House,Private room,1,2,68.00,0,1,1125,2,90,2
4928,6293102,Beautiful big room in modern house,32724101,Briohny,Marrickville,151.15615,-33.91341,House,Private room,1,2,68.00,0,1,1125,2,90,2
4929,6303164,Maui Oceanfront Condo/Kaanapali/Kahana 2 Bedroom,32778191,Deb,Napili/Honokowai,-156.68224,20.96411,Apartment,Entire home/apt,2,6,265.00,59,3,90,27,99,1
4930,6303164,Maui Oceanfront Condo/Kaanapali/Kahana 2 Bedroom,32778191,Deb,Napili/Honokowai,-156.68224,20.96411,Apartment,Entire home/apt,2,6,265.00,59,3,90,27,99,1
4931,6303164,Maui Oceanfront Condo/Kaanapali/Kahana 2 Bedroom,32778191,Deb,Napili/Honokowai,-156.68224,20.96411,Apartment,Entire home/apt,2,6,265.00,59,3,90,27,99,1
