,id,name,host_id,host_name,neighbourhood,longitude,latitude,property_type,room_type,beds,accommodates,price,availability,minimum_night,maximum_night,no_of_reviews,rating,host_listings_counts
1671,19063118,JFK 10 & LGA 15 MINUTES AWAY A/C PRIVATE BEDROOM B,22959695,Gurpreet  Singh,Richmond Hill,-73.8252,40.69502,House,Private room,1,1,50.00,0,1,7,106,97,8
1672,19068240,"1BR condo, full kitchen, Lanai, value in Kapaa",28230850,Robert,Kauaʻi,-159.32473,22.05532,Condominium,Entire home/apt,1,2,129.00,172,3,1125,20,92,3
1673,19070513,❤ of NYC | Walk + Transit Score 100 | King Bed,37695070,Sanjay,Upper East Side,-73.95811,40.77352,Apartment,Entire home/apt,2,3,170.00,65,2,1125,58,97,1
1674,1907162,A beach break AND a lake!,9898323,Teri,,151.29793,-33.71992,Apartment,Entire home/apt,1,4,300.00,364,3,1125,4,85,1
1675,19080306,Cozy basement with 2 bedrooms for 4 people in NDG,4435799,Sakina,Notre-Dame-de-Grace,-73.6434,45.46425,House,Entire home/apt,3,5,74.00,0,2,7,53,97,1
1676,19083972,450sf entire place in Kennedy Town,57060253,Mandy,,114.13009,22.28313,Apartment,Entire home/apt,1,2,400.00,315,3,365,39,94,2
1677,19086528,Condo familiale 4 chambres près du centre-ville !,133295031,Pascal,Ville-Marie,-73.54923,45.52764,Apartment,Entire home/apt,4,6,170.00,83,7,21,14,100,1
1678,19086528,Condo familiale 4 chambres près du centre-ville !,133295031,Pascal,Ville-Marie,-73.54923,45.52764,Apartment,Entire home/apt,4,6,170.00,83,7,21,14,100,1
1679,19095535,MongkoK MTR:Family Hotel for 4 ppl,31113999,Selena,Mong Kok,114.16977,22.32245,Hotel,Private room,2,4,447.00,160,1,1125,28,83,42
1680,19098733,Cozy Efficiency Studio on Best West Chelsea Block!,82920107,Zach,Chelsea,-74.00559,40.74619,Apartment,Entire home/apt,1,2,149.00,339,30,180,1,60,3
1681,19100444,Wonderful double-room centrally located,133432723,Victoria & Ivan,,2.17691,41.40525,Apartment,Private room,1,2,26.00,107,2,1125,32,94,1
1682,19101306,[NEW] West Village Dream Home!,70171973,Joshua,West Village,-74.00258,40.73605,Apartment,Entire home/apt,4,6,325.00,203,3,60,37,92,1
1683,1910291,"Fantastic Studio, Heart of Central",2083001,Krystal & Ryan,Sheung Wan,114.15313,22.28091,Apartment,Entire home/apt,1,2,848.00,351,2,1125,147,94,5
1684,19104230,Air conditioned townhouse with furnished room!!,13161520,James,Makakilo/Kapolei/Honokai Hale,-158.07366,21.32452,Townhouse,Private room,1,2,85.00,356,1,31,91,100,3
1685,19105533,"Bright, airy comfortable 1-bedroom apartment",43399557,Alex,,114.01098,22.30356,Apartment,Entire home/apt,2,4,801.00,344,2,1125,5,90,1
1686,191079,Single private room(Gray),666066,Ali,Karaköy,28.97604,41.02976,Apartment,Private room,1,1,63.00,262,10,1124,20,95,13
1687,19113128,TPC - Ribeira Marchands d’Or Apartment,133551018,Josiane,,-8.6137,41.14211,Apartment,Entire home/apt,2,3,60.00,362,2,1125,77,85,2
1688,19117590,Ala Moana Hotel 1616 Studio City/Ocean View - 1K,130485798,Gaia Hawaii Vacation Rentals,,-157.83967,21.29116,Apartment,Entire home/apt,1,2,316.00,246,1,1125,2,90,30
1689,1912695,Oceanfront penthouse with private pool in Copacabana!,4613553,Frank,Copacabana,-43.18773342918093,-22.976748748799693,Apartment,Entire home/apt,3,6,1250.00,234,1,1125,34,81,8
1690,19134150,Huge Brooklyn Loft in the Heart of Williamsburg!,133732087,Marie-Louise,Williamsburg,-73.96253,40.71876,Apartment,Entire home/apt,3,4,250.00,0,6,1125,1,100,1
1691,19137059,The Porto Concierge -  Lodeiro Country House,133764433,Camilo,,-8.44398,41.1222,House,Entire home/apt,7,12,300.00,164,7,1125,10,82,1
1692,19137059,The Porto Concierge -  Lodeiro Country House,133764433,Camilo,,-8.44398,41.1222,House,Entire home/apt,7,12,300.00,164,7,1125,10,82,1
1693,19142002,Complete Kitchen Remodel in this 1bd/1ba garden view condo in South Kihei at the Kihei Akahi. D-208,132087088,Maui Condo,,-156.44543,20.71513,Condominium,Entire home/apt,1,2,239.00,197,5,90,2,100,222
1694,19142002,Complete Kitchen Remodel in this 1bd/1ba garden view condo in South Kihei at the Kihei Akahi. D-208,132087088,Maui Condo,,-156.44543,20.71513,Condominium,Entire home/apt,1,2,239.00,197,5,90,2,100,222
1695,19149590,OPORTO Home Sweet Home,44830407,Catia,,-8.60957,41.15363,Apartment,Entire home/apt,1,2,65.00,357,2,15,24,92,1
1696,1915001,Hawaii - West Oahu - 3-Bedroom Home,9932670,Dulce,,-158.16608,21.40539,House,Entire home/apt,3,6,168.00,33,2,40,122,97,1
1697,1915001,Hawaii - West Oahu - 3-Bedroom Home,9932670,Dulce,,-158.16608,21.40539,House,Entire home/apt,3,6,168.00,33,2,40,122,97,1
1698,19158211,Baixa 24 - Room 3,16719641,Mario,,-8.5984,41.14957,Apartment,Private room,2,4,34.00,119,1,1125,91,90,11
1699,19160496,"Room in Duplex, 5 minutes from beach.",7657931,Shilan& Jorge,,-8.70197,41.19964,Condominium,Private room,1,2,29.00,70,1,7,23,98,1
1700,19165058,Beautiful Apartment near Bondi Junction,132587029,Solange,Woollahra,151.24043,-33.88909,Apartment,Private room,1,2,50.00,0,2,1125,1,80,2
1701,19165058,Beautiful Apartment near Bondi Junction,132587029,Solange,Woollahra,151.24043,-33.88909,Apartment,Private room,1,2,50.00,0,2,1125,1,80,2
1702,19170546,Jolly Bolhão,100267827,Carlos,,-8.60257,41.14851,Apartment,Entire home/apt,2,4,30.00,50,2,1125,86,94,1
1703,19172215,Brand new Poble Sec design flat next to Montjuïc,111885362,Laura & Alex,El Poble-sec,2.16837,41.37295,Apartment,Entire home/apt,2,4,15.00,250,6,1125,4,90,17
1704,19172215,Brand new Poble Sec design flat next to Montjuïc,111885362,Laura & Alex,El Poble-sec,2.16837,41.37295,Apartment,Entire home/apt,2,4,15.00,250,6,1125,4,90,17
1705,19177584,Small & Cozy Bedroom,128893049,Paulo,,-8.609070000000001,41.13416,Apartment,Private room,1,2,20.00,138,2,1125,14,89,11
1706,19178913,"Waipio Valley Nanea, Private Deck & Ocean Views",983113,Erik,Hamakua Coast,-155.58451,20.11881,Guest suite,Entire home/apt,1,2,155.00,340,2,1125,50,99,1
1707,19197922,1 Bed Apartment with oceans views near Manly,52243859,Brigitte,,151.28567,-33.75922,Apartment,Entire home/apt,2,3,129.00,339,3,1125,8,89,1
1708,19199353,Spacious 1 Bed in the heart of Manhattan,80242044,Vk,Greenwich Village,-74.00122,40.73,Apartment,Entire home/apt,2,4,196.00,8,2,20,11,85,1
1709,1920293,Pacific Shores-Ocean View Top Floor-A/C All Rooms,5912645,Maureen-Mike Richardson,Kihei/Wailea,-156.44795,20.72371,Apartment,Entire home/apt,2,6,194.00,0,3,1125,102,99,1
1710,19213844,Cozy and convenient home near Time Square HK,31766138,Jeremy,Causeway Bay,114.18369,22.27966,Apartment,Entire home/apt,6,8,1499.00,139,2,1125,47,89,3
1711,19217460,MP Room for 2 persons bunk bed in shared apartment,79474803,Francisco,L'Antiga Esquerra de l'Eixample,2.14387,41.38765,Apartment,Private room,1,3,32.00,87,3,1125,13,77,3
1712,19220115,"Downtown Penthouse, 2 Bedrooms 2 bathrooms",3574213,Jeremy,Downtown Montreal,-73.58038,45.49287,Apartment,Entire home/apt,2,4,83.00,0,2,1125,40,96,1
1713,19220298,Private Room in tranquil Mongkok apartment,18800820,Edwin,Mong Kok,114.17198,22.31578,Apartment,Private room,1,2,353.00,0,2,7,23,99,1
1714,19221893,VayCay with Southern Comfort and the Aloha Spirit,112279253,Eric,Waipahu,-158.02927,21.40389,House,Entire home/apt,6,8,280.00,154,7,1125,11,80,1
1715,19221893,VayCay with Southern Comfort and the Aloha Spirit,112279253,Eric,Waipahu,-158.02927,21.40389,House,Entire home/apt,6,8,280.00,154,7,1125,11,80,1
1716,19238057,SYDNEY! Great Stay For Holiday,83419447,Daniel & Elena,Padstow,151.03201,-33.95576,House,Private room,1,2,43.00,127,2,1125,45,93,2
1717,19241544,Kolea Resort at Waikoloa Beach,33873516,Gayle,Palo Alto,-155.88843,19.91954,Condominium,Entire home/apt,5,9,500.00,169,4,60,6,100,6
1718,19244141,we hospitable.we want to learn englsh.mywife and i,69992876,Sunay,,28.93684,41.00474,Apartment,Private room,1,1,26.00,365,1,6,4,87,1
1719,19246639,Pedro Cem Apartment With Free Parking and Terrace.,134228502,Pedro Cem,,-8.62506,41.15087,Apartment,Entire home/apt,5,6,65.00,111,2,1125,96,94,1
1720,19246639,Pedro Cem Apartment With Free Parking and Terrace.,134228502,Pedro Cem,,-8.62506,41.15087,Apartment,Entire home/apt,5,6,65.00,111,2,1125,96,94,1
1721,1925045,Perfect Apartment 4-6 persons,9972478,Carlos Leandro,Botafogo,-43.18810142586044,-22.95195417372592,Condominium,Entire home/apt,5,6,850.00,358,1,30,13,98,1
1722,19253090,Family Outdoor Hammock Camping Cabana,4965048,Mathew,Hilo,-155.10658,19.86094,Hut,Private room,3,3,68.00,316,1,30,4,95,16
1723,19254909,Newly renovated cosy apartment with parking,39214660,Shobhna,Randwick,151.24847,-33.90849,Apartment,Entire home/apt,1,2,115.00,297,7,365,9,83,1
1724,1925519,Sublet: $490/Wk,2765870,Amarie2131,Lower East Side,-73.98986,40.7193,Apartment,Private room,1,1,80.00,0,1,1125,1,20,1
1725,1925519,Sublet: $490/Wk,2765870,Amarie2131,Lower East Side,-73.98986,40.7193,Apartment,Private room,1,1,80.00,0,1,1125,1,20,1
1726,19265750,Cute North Shore Studio,100550058,Jack,Kauaʻi,-159.47602,22.22189,Condominium,Entire home/apt,1,2,100.00,29,3,31,50,92,1
1727,19270950,Family Apartment B - Winter Special Discount,10184386,Will & Rãchël,Central Business District,151.21095,-33.90617,Apartment,Entire home/apt,2,4,168.00,83,1,1125,35,89,16
1728,19271040,Modern Beautiful Bedford Stuyvesant Brownstone,134946389,Giovanni,Bedford-Stuyvesant,-73.93997,40.6861,Apartment,Entire home/apt,3,6,60.00,99,2,21,125,96,5
1729,19273862,Beau et grand appartement près de TOUT !,118986906,Rina,Verdun,-73.57117,45.46199,Apartment,Entire home/apt,4,6,81.00,0,1,23,7,86,1
1730,19273862,Beau et grand appartement près de TOUT !,118986906,Rina,Verdun,-73.57117,45.46199,Apartment,Entire home/apt,4,6,81.00,0,1,23,7,86,1
1731,19273862,Beau et grand appartement près de TOUT !,118986906,Rina,Verdun,-73.57117,45.46199,Apartment,Entire home/apt,4,6,81.00,0,1,23,7,86,1
1732,19304849,Beautiful Flat with Private Terrace in Barceloneta,8379752,Raluca,,2.19151,41.38024,Other,Entire home/apt,1,4,55.00,61,31,1125,2,100,1
1733,19309013,Superbe 6 pièces sur rue calme du Mile-End,784984,Catherine,Outremont,-73.59637,45.51833,Apartment,Entire home/apt,2,4,107.00,0,1,1125,4,100,2
1734,19310295,Cozy apartment in Porto district,78904428,Miguel,,-8.68827,41.20192,Apartment,Entire home/apt,1,2,38.00,350,2,30,23,97,1
1735,193105,New York City  UWS Luxury Bldg - Private Room&Bath,936114,Marcela,Hell's Kitchen,-73.99181,40.7709,Apartment,Private room,1,1,160.00,123,28,1125,41,96,2
1736,193105,New York City  UWS Luxury Bldg - Private Room&Bath,936114,Marcela,Hell's Kitchen,-73.99181,40.7709,Apartment,Private room,1,1,160.00,123,28,1125,41,96,2
1737,19313670,Sea Views & Porto's City Park - Ocean Windows Flat,135265775,Joao,,-8.68681,41.17499,Apartment,Entire home/apt,4,6,85.00,48,2,1125,5,96,1
1738,19319,Private room Great Deal at Lower East Side,44263,Ana,Lower East Side,-73.98794,40.7114,Apartment,Private room,2,1,94.00,254,30,1125,93,98,1
1739,19319,Private room Great Deal at Lower East Side,44263,Ana,Lower East Side,-73.98794,40.7114,Apartment,Private room,2,1,94.00,254,30,1125,93,98,1
1740,19323111,1 BR quiet and bright apartment,11194156,Clémence,Sheung Wan,114.14805,22.2852,Apartment,Entire home/apt,1,4,597.00,0,2,100,3,93,2
1741,19323111,1 BR quiet and bright apartment,11194156,Clémence,Sheung Wan,114.14805,22.2852,Apartment,Entire home/apt,1,4,597.00,0,2,100,3,93,2
1742,1932651,Opposite Langham 10s MK MTR  4ppl,10002884,Han,Mong Kok,114.16752,22.32103,Apartment,Entire home/apt,3,4,581.00,77,1,90,30,85,1
1743,19337464,Bright & spacious 2 bed near Molson Park w/parking,6698199,Tristan,La Petite-Patrie,-73.59176,45.54783,Apartment,Entire home/apt,2,4,101.00,229,3,180,37,97,2
1744,19340381,CHARMING STUDIO WITH GARDEN,95046258,Marina,Gay Village,-73.55441,45.51722,Apartment,Entire home/apt,1,2,54.00,107,2,31,89,96,2
1745,19348489,Cute little studio in Elizabeth Bay,130682381,Isabelle,Elizabeth Bay/Rushcutters Bay,151.22752,-33.87478,Apartment,Entire home/apt,1,2,90.00,156,20,1125,6,100,1
1746,19348489,Cute little studio in Elizabeth Bay,130682381,Isabelle,Elizabeth Bay/Rushcutters Bay,151.22752,-33.87478,Apartment,Entire home/apt,1,2,90.00,156,20,1125,6,100,1
1747,19366111,Steps to Charley Young Beach Apt #2,59384269,Thomas,Kihei/Wailea,-156.44825,20.72605,Apartment,Entire home/apt,1,2,179.00,203,1,14,87,98,6
1748,1936633,Great 1BD waterfront City Island NY,10018391,Alex,City Island,-73.78762,40.85258,Apartment,Entire home/apt,2,3,100.00,0,3,30,84,99,1
1749,1936633,Great 1BD waterfront City Island NY,10018391,Alex,City Island,-73.78762,40.85258,Apartment,Entire home/apt,2,3,100.00,0,3,30,84,99,1
1750,19376053,Bright and airy in the heart of Chippendale,47357384,Andrew,Surry Hills,151.20129,-33.88749,Apartment,Entire home/apt,2,4,195.00,114,1,1125,73,94,9
1751,19380085,Hermoso Apartamento SPBP22388,54820821,Albert,La Sagrada Família,2.1724,41.40648,Apartment,Entire home/apt,5,6,70.00,246,1,1125,76,95,20
1752,19396377,Room for two in prime location in Porto,108559367,Teresa E Inês,,-8.64037,41.16078,Apartment,Private room,1,2,30.00,299,2,15,18,100,6
1753,1940174,COPACABANA luxurious apartment 2BR,10035603,Rafael,Copacabana,-43.18899327109758,-22.979091504554468,Apartment,Entire home/apt,4,6,298.00,311,3,1124,95,98,1
1754,19405074,The Porto Concierge - Happy Place,136036429,Ana,,-8.62311,41.15408,Apartment,Entire home/apt,3,4,50.00,335,2,1125,56,81,1
1755,19416383,Upscale Master Bedroom near Waikiki,73478810,Mike,Nuuanu/Punchbowl,-157.84189,21.32348,House,Private room,1,2,59.00,116,1,1125,34,98,6
1756,19426217,PLAZA 5*,136195121,Eliran,,-8.60941,41.11746,Condominium,Entire home/apt,2,4,77.00,228,2,1125,45,91,1
1757,19428531,單人套房 獨立浴室 (特惠月租),30098437,Dragon Hostel,Mong Kok,114.16959,22.32108,Apartment,Private room,1,1,165.00,314,28,1125,2,100,53
1758,19428531,單人套房 獨立浴室 (特惠月租),30098437,Dragon Hostel,Mong Kok,114.16959,22.32108,Apartment,Private room,1,1,165.00,314,28,1125,2,100,53
1759,19441009,taksim istanbul apart 3+1,10147889,Halil,Taksim,28.98276,41.03747,Serviced apartment,Entire home/apt,3,10,649.00,364,1,1125,2,50,58
1760,19442650,"Gorgeous, Hi-end Wailea 1 BR Suite!",136327709,Tom,Kihei/Wailea,-156.43508,20.69087,Condominium,Entire home/apt,2,4,210.00,194,5,1125,2,100,4
1761,1944996,Light Filled Warehouse Apartment in Surry Hills,8740629,Annie,Surry Hills,151.214,-33.87941,Apartment,Entire home/apt,1,2,129.00,76,1,90,72,97,2
1762,1944996,Light Filled Warehouse Apartment in Surry Hills,8740629,Annie,Surry Hills,151.214,-33.87941,Apartment,Entire home/apt,1,2,129.00,76,1,90,72,97,2
1763,19468798,Dor.me,136573668,António,,-8.62944,41.15621,Apartment,Entire home/apt,7,8,120.00,201,2,1125,49,98,1
1764,19469971,Chambre spacieuse dans rue calme du Plateau,1601567,Virginie,Le Plateau,-73.57756,45.53345,Apartment,Private room,1,2,50.00,0,2,1125,6,100,1
1765,19486889,Double room(close to airport and center),136775935,Fanny,,2.14085,41.37464,Apartment,Private room,1,2,38.00,0,2,31,7,86,1
1766,19486889,Double room(close to airport and center),136775935,Fanny,,2.14085,41.37464,Apartment,Private room,1,2,38.00,0,2,31,7,86,1
1767,19496193,HAVEN 249 Boavista2,34904037,Vasco Santos,,-8.62821,41.15725,Apartment,Entire home/apt,1,2,25.00,20,1,1125,83,94,6
1768,19499950,ReUrban Flats - Santa Catarina #3,117465618,Jorge,,-8.60509,41.15355,Loft,Entire home/apt,1,2,55.00,179,3,1125,7,91,5
1769,19499999,Habitación privada en el corazón de Gracia,80536835,Ines,,2.15266,41.40163,Apartment,Private room,1,1,30.00,0,2,1125,8,100,1
1770,19501264,Grand appartement sur le plateau pour famille,136757714,Marc,Le Plateau,-73.58929,45.53065,Apartment,Entire home/apt,3,4,170.00,0,5,10,1,100,1
1771,1950395,"House, Pool and Spa near Manly",10086004,Debbie,Balgowlah,151.25322,-33.78975,House,Entire home/apt,4,6,590.00,0,14,1125,3,100,1
1772,1950395,"House, Pool and Spa near Manly",10086004,Debbie,Balgowlah,151.25322,-33.78975,House,Entire home/apt,4,6,590.00,0,14,1125,3,100,1
1773,19508741,No.33,136824798,Tessa And Rod,,151.31135,-33.66131,House,Entire home/apt,2,2,105.00,355,1,21,77,100,1
1774,19526091,Goabio apartment 2B riverview,1377085,Miguel,,-8.61793,41.14093,Apartment,Entire home/apt,3,4,60.00,308,2,31,71,93,5
1775,19530460,The Blue and White Porto House - Vintage,137125921,Rui,,-8.60596,41.15711,Loft,Entire home/apt,2,3,35.00,235,2,1124,59,92,4
1776,19530460,The Blue and White Porto House - Vintage,137125921,Rui,,-8.60596,41.15711,Loft,Entire home/apt,2,3,35.00,235,2,1124,59,92,4
1777,19530460,The Blue and White Porto House - Vintage,137125921,Rui,,-8.60596,41.15711,Loft,Entire home/apt,2,3,35.00,235,2,1124,59,92,4
1778,19536693,"CALABRIA, central, large, 4 bedrooms",134698146,Luis,,2.15476,41.379,Apartment,Entire home/apt,7,8,92.00,252,1,1125,40,84,41
1779,19547449,Alegria-Beautiful apartment-historic center,32737881,Irene Jesus,,-8.60427,41.15383,Apartment,Entire home/apt,2,4,48.00,207,3,30,44,98,3
1780,19550563,Refreshing and Well-located Apt. w/Parking space!,137344895,Therese,Villeray-Saint-Michel-Parc-Extension,-73.59652,45.55936,Apartment,Entire home/apt,1,2,60.00,318,1,1234567890,86,95,2
1781,19550665,Amazing single room in Sagrada Familia area!!,69780696,Sergio,El Clot,2.18479,41.40548,Apartment,Private room,1,1,30.00,179,1,1125,8,89,3
1782,19555586,Rustic & cozy 1bedroom flat in Le Plateau,15667508,Sarah & Aristide,Le Plateau,-73.57404,45.51985,Apartment,Entire home/apt,2,3,85.00,5,1,1124,111,97,1
1783,19555586,Rustic & cozy 1bedroom flat in Le Plateau,15667508,Sarah & Aristide,Le Plateau,-73.57404,45.51985,Apartment,Entire home/apt,2,3,85.00,5,1,1124,111,97,1
1784,19559079,Cozy and fully furnished apartment in Happy Valley,82230899,Kinki,Happy Valley,114.18424,22.26711,Apartment,Entire home/apt,1,2,502.00,0,2,7,3,73,1
1785,19559597,LUX SUIT FLATS WITH SWIMMING POOL,47692011,Güneş,,28.65576,41.0099,Condominium,Entire home/apt,2,3,348.00,365,1,1125,10,98,13
1786,19568889,Comfy Guest room+private bathroom+ 300ft to Trains,137512725,Kiki,Hamilton Heights,-73.94297,40.82555,Apartment,Private room,1,2,77.00,37,2,120,28,99,1
1787,19572281,Comfortable bedroom close to the airport - Porto,88573374,Susana,,-8.66436,41.25794,House,Private room,1,2,35.00,180,1,1125,120,99,1
1788,19574869,"Bronte apt, beautiful ocean views, huge balcony!!!",2804445,Ruby,,151.26842,-33.89923,Apartment,Entire home/apt,2,4,290.00,88,2,3,41,89,1
1789,19576456,LUXURY ★ Tropical Hawaiian  ★ OCEANFRONT ★ VIEWS!,4911735,Rhett,Napili/Honokowai,-156.67726,20.9753,Apartment,Entire home/apt,1,4,225.00,229,3,180,56,98,6
1790,19585700,Alain Palace2,137659839,Alain Kalondo,Le Sud-Ouest,-73.59719,45.46184,Apartment,Private room,1,1,25.00,353,3,1125,12,90,2
1791,19585860,"Center of Istanbul, comfortable for family house",15863875,Erdem,Şişli,29.01145,41.06423,Townhouse,Entire home/apt,1,3,200.00,180,2,7,1,100,1
1792,19587001,Kaena O Kekai,8880840,Laura,Ko'olauloa,-157.90511,21.60645,House,Entire home/apt,8,16,395.00,223,3,1125,37,96,2
1793,19587471,Liiiving in Porto | Cosy Experience Apartment I,30907275,Liiiving,,-8.57567,41.16206,Apartment,Entire home/apt,4,6,140.00,310,2,1124,4,95,82
1794,19592028,The Porto Concierge - Baltar Rustic(Rota Romanico),137722626,Lucinda,,-8.37548,41.18711,Villa,Entire home/apt,5,7,70.00,338,3,1124,5,92,1
1795,19592028,The Porto Concierge - Baltar Rustic(Rota Romanico),137722626,Lucinda,,-8.37548,41.18711,Villa,Entire home/apt,5,7,70.00,338,3,1124,5,92,1
1796,19592720,The Porto Concierge - Family Heritage,137730767,Carlos,,-8.59071,41.15222,Apartment,Entire home/apt,2,4,85.00,261,2,1125,12,87,1
1797,19599721,Ensuite Central and Convenient 1 Bedroom Waterloo,131440319,Huy,Waterloo,151.21444,-33.89914,Apartment,Private room,1,2,70.00,291,1,1125,15,91,3
1798,19599721,Ensuite Central and Convenient 1 Bedroom Waterloo,131440319,Huy,Waterloo,151.21444,-33.89914,Apartment,Private room,1,2,70.00,291,1,1125,15,91,3
1799,19599721,Ensuite Central and Convenient 1 Bedroom Waterloo,131440319,Huy,Waterloo,151.21444,-33.89914,Apartment,Private room,1,2,70.00,291,1,1125,15,91,3
1800,19599721,Ensuite Central and Convenient 1 Bedroom Waterloo,131440319,Huy,Waterloo,151.21444,-33.89914,Apartment,Private room,1,2,70.00,291,1,1125,15,91,3
1801,19641701,Bright modern top floor Mosman apartment,43465756,Laura,Mosman,151.23467,-33.83608,Apartment,Entire home/apt,2,4,129.00,12,3,1125,39,93,1
1802,19641701,Bright modern top floor Mosman apartment,43465756,Laura,Mosman,151.23467,-33.83608,Apartment,Entire home/apt,2,4,129.00,12,3,1125,39,93,1
1803,19641701,Bright modern top floor Mosman apartment,43465756,Laura,Mosman,151.23467,-33.83608,Apartment,Entire home/apt,2,4,129.00,12,3,1125,39,93,1
1804,19660411,Waikiki private big room #2,95913146,Ken,Diamond Head/Kapahulu/St. Louis Heights,-157.81241,21.27564,Apartment,Private room,1,2,50.00,88,1,1125,35,92,2
1805,19664691,Homebase for your Hawaii adventures!,3859462,Amylynne,,-157.73316,21.3653,Guest suite,Entire home/apt,1,2,150.00,125,2,9,31,94,1
1806,19664709,"Perfect Place To Rest, Close to All in NYC!",6874740,Bloz,Astoria,-73.93502,40.76652,Apartment,Private room,1,2,70.00,23,2,1125,84,79,6
1807,19677006,Comfortable room 5 minutes from the beach,138561304,Luis,,2.18328,41.38321,Apartment,Private room,1,1,50.00,238,3,1125,6,92,1
1808,19677006,Comfortable room 5 minutes from the beach,138561304,Luis,,2.18328,41.38321,Apartment,Private room,1,1,50.00,238,3,1125,6,92,1
1809,19680142,Best location downtown + free parking - Esperanza,68941699,Karim,Downtown Montreal,-73.58134,45.49274,Apartment,Entire home/apt,3,6,67.00,86,1,1125,107,87,6
1810,19680142,Best location downtown + free parking - Esperanza,68941699,Karim,Downtown Montreal,-73.58134,45.49274,Apartment,Entire home/apt,3,6,67.00,86,1,1125,107,87,6
1811,19680142,Best location downtown + free parking - Esperanza,68941699,Karim,Downtown Montreal,-73.58134,45.49274,Apartment,Entire home/apt,3,6,67.00,86,1,1125,107,87,6
1812,19691986,Beautiful Comfortable Historic Brownstone,138713312,M,Harlem,-73.95275,40.80832,Apartment,Private room,2,2,115.00,115,2,30,71,95,2
1813,19692712,Mestral Mar Doble hab. 5-6,134881865,Mestral,el Fort Pienc,2.17911,41.39691,Serviced apartment,Private room,2,2,66.00,0,4,1125,1,100,12
1814,19694143,Sagrada Familia - Comfortable and cosy double room,130413950,France,,2.16472,41.40411,Apartment,Private room,1,2,60.00,0,4,15,3,100,2
1815,19694143,Sagrada Familia - Comfortable and cosy double room,130413950,France,,2.16472,41.40411,Apartment,Private room,1,2,60.00,0,4,15,3,100,2
1816,19699590,The Porto Concierge - Casa D. Olga - Riverview,138787880,Alberto,,-8.61213,41.14258,Apartment,Entire home/apt,3,4,150.00,266,2,1125,44,92,1
1817,19704903,ROOM SWEET ROOM. only 25 min from the center.,138400036,Maria Victoria,Carmel,2.1527,41.4258,Apartment,Private room,1,2,23.00,0,1,1125,61,94,1
1818,19712132,"GREAT LOCATION, AMAZING OCEANFRONT VIEWS!",129575311,Bree With Maui Beach Properties,Kaanapali,-156.68452,20.959,Condominium,Entire home/apt,2,4,189.00,232,4,60,14,100,16
1819,19718664,"Safe place, good price",40795307,Alain,Villeray,-73.62093,45.54322,Apartment,Entire home/apt,2,4,58.00,42,2,1125,3,80,1
1820,19735591,B&b 1 of 4 | GUESTHOUSE & CAFFÈ,30695295,Sérgio,,-8.61349,41.14361,Guest suite,Private room,2,2,60.00,365,1,30,3,100,6
1821,19739919,Cosy one bedroom apartment,139208311,Matan,Marrickville,151.14664,-33.91329,Apartment,Entire home/apt,1,2,60.00,0,7,56,1,100,1
1822,19741944,Habitación individual.,122832931,Jordi,el Fort Pienc,2.18628,41.39811,Apartment,Private room,1,1,14.00,297,1,7,17,80,5
1823,19746798,Le Mont Royal,68447022,Craig,Le Plateau,-73.58225,45.52711,Apartment,Private room,1,1,40.00,8,1,1125,2,100,1
1824,19750905,Executive studio in the heart of Manhattan,37688229,Roxana,Midtown East,-73.96798,40.75568,Apartment,Entire home/apt,1,3,169.00,20,8,1125,5,92,1
1825,1975244,"Potts Point, Pool and Harbour views",9549389,Adam,Potts Point,151.22603,-33.86963,Apartment,Entire home/apt,1,2,751.00,358,7,31,4,95,1
1826,19760228,Apartment Salva - 3 bedroom in Poble Sec,9478280,Pia Hankö,El Gòtic,2.16478,41.37105,Apartment,Entire home/apt,3,4,46.00,259,96,1125,2,100,31
1827,19760228,Apartment Salva - 3 bedroom in Poble Sec,9478280,Pia Hankö,El Gòtic,2.16478,41.37105,Apartment,Entire home/apt,3,4,46.00,259,96,1125,2,100,31
1828,19767452,Beautiful Apartment+Garden In Brooklyn,28307663,Matan,Greenpoint,-73.95604,40.73599,Apartment,Entire home/apt,2,4,170.00,4,3,1125,7,97,1
1829,19767452,Beautiful Apartment+Garden In Brooklyn,28307663,Matan,Greenpoint,-73.95604,40.73599,Apartment,Entire home/apt,2,4,170.00,4,3,1125,7,97,1
1830,19768051,Ultra Modern Pool House Maroubra,246661,Franca & Alessio,Coogee,151.25182,-33.94927,House,Entire home/apt,5,8,328.00,0,2,1125,5,100,44
1831,19768922,Sunny apartment in Neutral Bay,4492266,Robert,Neutral Bay,151.21297,-33.8364,Apartment,Entire home/apt,1,2,119.00,0,2,8,2,80,1
1832,19773917,InSitu Formosa 178 - Quiet and Cosy,132601835,InSitu,,-8.6041,41.14762,Apartment,Entire home/apt,2,6,85.00,281,2,1125,15,97,26
1833,19779206,Apartemento centro porto casa da musica 90 m2,46376644,Dan,,-8.62392,41.16084,Apartment,Entire home/apt,6,6,71.00,364,6,1125,1,80,4
1834,19779316,One bedroom apartment,139063900,Deco Apartments Barcelona,,2.1539,41.39584,Apartment,Entire home/apt,2,4,125.00,202,1,1125,6,100,38
